Original Ordering,Unnamed: 0,Title,Author,Cleaned Goodreads URL,Number of Dupes
11134,289242,"claymore, vol. 1",norihiro yagi,2348385.Claymore_Vol_12,27
11135,289227,"claymore, vol. 10",norihiro yagi,2348385.Claymore_Vol_12,27
11136,289226,"claymore, vol. 11",norihiro yagi,2348385.Claymore_Vol_12,27
11137,289225,"claymore, vol. 12",norihiro yagi,2348385.Claymore_Vol_12,27
11138,289200,"claymore, vol. 13",norihiro yagi,2348385.Claymore_Vol_12,27
11139,289198,"claymore, vol. 14",norihiro yagi,2348385.Claymore_Vol_12,27
11140,289199,"claymore, vol. 15",norihiro yagi,2348385.Claymore_Vol_12,27
11141,289197,"claymore, vol. 16",norihiro yagi,2348385.Claymore_Vol_12,27
11142,289196,"claymore, vol. 17",norihiro yagi,2348385.Claymore_Vol_12,27
11143,289195,"claymore, vol. 18",norihiro yagi,2348385.Claymore_Vol_12,27
11144,289186,"claymore, vol. 19",norihiro yagi,2348385.Claymore_Vol_12,27
11145,289234,"claymore, vol. 2",norihiro yagi,2348385.Claymore_Vol_12,27
11146,289185,"claymore, vol. 20",norihiro yagi,2348385.Claymore_Vol_12,27
11147,289178,"claymore, vol. 21",norihiro yagi,2348385.Claymore_Vol_12,27
11148,289177,"claymore, vol. 22",norihiro yagi,2348385.Claymore_Vol_12,27
11149,289176,"claymore, vol. 23",norihiro yagi,2348385.Claymore_Vol_12,27
11150,289175,"claymore, vol. 24",norihiro yagi,2348385.Claymore_Vol_12,27
11151,289173,"claymore, vol. 25",norihiro yagi,2348385.Claymore_Vol_12,27
11152,289174,"claymore, vol. 26",norihiro yagi,2348385.Claymore_Vol_12,27
11153,346651,"claymore, vol. 27",norihiro yagi,2348385.Claymore_Vol_12,27
11154,289236,"claymore, vol. 3",norihiro yagi,2348385.Claymore_Vol_12,27
11155,289233,"claymore, vol. 4",norihiro yagi,2348385.Claymore_Vol_12,27
11156,289232,"claymore, vol. 5",norihiro yagi,2348385.Claymore_Vol_12,27
11157,289231,"claymore, vol. 6",norihiro yagi,2348385.Claymore_Vol_12,27
11158,289230,"claymore, vol. 7",norihiro yagi,2348385.Claymore_Vol_12,27
11159,289229,"claymore, vol. 8",norihiro yagi,2348385.Claymore_Vol_12,27
11160,289228,"claymore, vol. 9",norihiro yagi,2348385.Claymore_Vol_12,27
39939,12296,pretty guardian sailor moon 01,naoko takeuchi,11930007-pretty-guardian-sailor-moon-vol-4,26
39940,12295,pretty guardian sailor moon 02,naoko takeuchi,11930007-pretty-guardian-sailor-moon-vol-4,26
39941,12294,pretty guardian sailor moon 03,naoko takeuchi,11930007-pretty-guardian-sailor-moon-vol-4,26
39942,62875,pretty guardian sailor moon 04,naoko takeuchi,11930007-pretty-guardian-sailor-moon-vol-4,26
39943,62874,pretty guardian sailor moon 05,naoko takeuchi,11930007-pretty-guardian-sailor-moon-vol-4,26
39944,62872,pretty guardian sailor moon 07,naoko takeuchi,11930007-pretty-guardian-sailor-moon-vol-4,26
39945,62873,pretty guardian sailor moon 6,naoko takeuchi,11930007-pretty-guardian-sailor-moon-vol-4,26
39946,243760,"pretty guardian sailor moon eternal edition, vol. 1",naoko takeuchi,11930007-pretty-guardian-sailor-moon-vol-4,26
39947,211279,"pretty guardian sailor moon eternal edition, vol. 10",naoko takeuchi,11930007-pretty-guardian-sailor-moon-vol-4,26
39948,211280,"pretty guardian sailor moon eternal edition, vol. 9",naoko takeuchi,11930007-pretty-guardian-sailor-moon-vol-4,26
39949,62878,"pretty guardian sailor moon short stories, band 01",naoko takeuchi,11930007-pretty-guardian-sailor-moon-vol-4,26
39950,62879,"pretty guardian sailor moon short stories, band 02",naoko takeuchi,11930007-pretty-guardian-sailor-moon-vol-4,26
39951,62871,"pretty guardian sailor moon, band 08",naoko takeuchi,11930007-pretty-guardian-sailor-moon-vol-4,26
39952,62870,"pretty guardian sailor moon, band 09",naoko takeuchi,11930007-pretty-guardian-sailor-moon-vol-4,26
39953,62869,"pretty guardian sailor moon, band 10",naoko takeuchi,11930007-pretty-guardian-sailor-moon-vol-4,26
39954,62868,"pretty guardian sailor moon, band 11",naoko takeuchi,11930007-pretty-guardian-sailor-moon-vol-4,26
39955,62867,"pretty guardian sailor moon, band 12",naoko takeuchi,11930007-pretty-guardian-sailor-moon-vol-4,26
39956,169306,"pretty guardian sailor moon, vol. 10",naoko takeuchi,11930007-pretty-guardian-sailor-moon-vol-4,26
39957,102876,"pretty guardian sailor moon, vol. 2",naoko takeuchi,11930007-pretty-guardian-sailor-moon-vol-4,26
39958,102875,"pretty guardian sailor moon, vol. 3",naoko takeuchi,11930007-pretty-guardian-sailor-moon-vol-4,26
39959,169312,"pretty guardian sailor moon, vol. 4",naoko takeuchi,11930007-pretty-guardian-sailor-moon-vol-4,26
39960,169311,"pretty guardian sailor moon, vol. 5",naoko takeuchi,11930007-pretty-guardian-sailor-moon-vol-4,26
39961,169310,"pretty guardian sailor moon, vol. 6",naoko takeuchi,11930007-pretty-guardian-sailor-moon-vol-4,26
39962,169309,"pretty guardian sailor moon, vol. 7",naoko takeuchi,11930007-pretty-guardian-sailor-moon-vol-4,26
39963,169308,"pretty guardian sailor moon, vol. 8",naoko takeuchi,11930007-pretty-guardian-sailor-moon-vol-4,26
39964,169307,"pretty guardian sailor moon, vol. 9",naoko takeuchi,11930007-pretty-guardian-sailor-moon-vol-4,26
10463,346706,chibi vampire airmail,yuna kagesaki,6054840-chibi-vampire-vol-14,24
10464,67656,"chibi vampire, vol. 01",yuna kagesaki,6054840-chibi-vampire-vol-14,24
10465,253859,"chibi vampire, vol. 02",yuna kagesaki,6054840-chibi-vampire-vol-14,24
10466,253858,"chibi vampire, vol. 03",yuna kagesaki,6054840-chibi-vampire-vol-14,24
10467,253857,"chibi vampire, vol. 04",yuna kagesaki,6054840-chibi-vampire-vol-14,24
10468,93376,"chibi vampire, vol. 05",yuna kagesaki,6054840-chibi-vampire-vol-14,24
10469,379271,"chibi vampire, vol. 06",yuna kagesaki,6054840-chibi-vampire-vol-14,24
10470,379270,"chibi vampire, vol. 07",yuna kagesaki,6054840-chibi-vampire-vol-14,24
10471,379269,"chibi vampire, vol. 08",yuna kagesaki,6054840-chibi-vampire-vol-14,24
10472,379268,"chibi vampire, vol. 09",yuna kagesaki,6054840-chibi-vampire-vol-14,24
10473,346721,"chibi vampire, vol. 1",yuna kagesaki,6054840-chibi-vampire-vol-14,24
10474,346711,"chibi vampire, vol. 10",yuna kagesaki,6054840-chibi-vampire-vol-14,24
10475,93373,"chibi vampire, vol. 11",yuna kagesaki,6054840-chibi-vampire-vol-14,24
10476,346709,"chibi vampire, vol. 12",yuna kagesaki,6054840-chibi-vampire-vol-14,24
10477,346708,"chibi vampire, vol. 13",yuna kagesaki,6054840-chibi-vampire-vol-14,24
10478,346707,"chibi vampire, vol. 14",yuna kagesaki,6054840-chibi-vampire-vol-14,24
10479,346720,"chibi vampire, vol. 2",yuna kagesaki,6054840-chibi-vampire-vol-14,24
10480,346719,"chibi vampire, vol. 3",yuna kagesaki,6054840-chibi-vampire-vol-14,24
10481,346718,"chibi vampire, vol. 4",yuna kagesaki,6054840-chibi-vampire-vol-14,24
10482,346717,"chibi vampire, vol. 5",yuna kagesaki,6054840-chibi-vampire-vol-14,24
10483,346716,"chibi vampire, vol. 6",yuna kagesaki,6054840-chibi-vampire-vol-14,24
10484,346713,"chibi vampire, vol. 7",yuna kagesaki,6054840-chibi-vampire-vol-14,24
10485,346712,"chibi vampire, vol. 8",yuna kagesaki,6054840-chibi-vampire-vol-14,24
10486,346724,"chibi vampire, vol. 9",yuna kagesaki,6054840-chibi-vampire-vol-14,24
18077,9504,"fables, vol. 1",bill willingham,13228097-fables-vol-17,22
18078,32047,"fables, vol. 10",bill willingham,13228097-fables-vol-17,22
18079,32046,"fables, vol. 11",bill willingham,13228097-fables-vol-17,22
18080,32045,"fables, vol. 12",bill willingham,13228097-fables-vol-17,22
18081,32044,"fables, vol. 13",bill willingham,13228097-fables-vol-17,22
18082,32043,"fables, vol. 14",bill willingham,13228097-fables-vol-17,22
18083,32042,"fables, vol. 15",bill willingham,13228097-fables-vol-17,22
18084,32041,"fables, vol. 16",bill willingham,13228097-fables-vol-17,22
18085,32040,"fables, vol. 17",bill willingham,13228097-fables-vol-17,22
18086,32039,"fables, vol. 18",bill willingham,13228097-fables-vol-17,22
18087,32038,"fables, vol. 19",bill willingham,13228097-fables-vol-17,22
18088,32055,"fables, vol. 2",bill willingham,13228097-fables-vol-17,22
18089,185073,"fables, vol. 20",bill willingham,13228097-fables-vol-17,22
18090,185060,"fables, vol. 21",bill willingham,13228097-fables-vol-17,22
18091,185059,"fables, vol. 22",bill willingham,13228097-fables-vol-17,22
18092,27855,"fables, vol. 3",bill willingham,13228097-fables-vol-17,22
18093,32053,"fables, vol. 4",bill willingham,13228097-fables-vol-17,22
18094,32052,"fables, vol. 5",bill willingham,13228097-fables-vol-17,22
18095,32051,"fables, vol. 6",bill willingham,13228097-fables-vol-17,22
18096,32050,"fables, vol. 7",bill willingham,13228097-fables-vol-17,22
18097,32049,"fables, vol. 8",bill willingham,13228097-fables-vol-17,22
18098,32048,"fables, vol. 9",bill willingham,13228097-fables-vol-17,22
5370,94453,attack on titan,hajime isayama,25052857-attack-on-titan-vol-12,22
5371,395597,attack on titan deluxe 10,hajime isayama,25052857-attack-on-titan-vol-12,22
5372,395600,attack on titan deluxe 7,hajime isayama,25052857-attack-on-titan-vol-12,22
5373,395599,attack on titan deluxe 8,hajime isayama,25052857-attack-on-titan-vol-12,22
5374,395598,attack on titan deluxe 9,hajime isayama,25052857-attack-on-titan-vol-12,22
5375,14115,"attack on titan, vol. 1",hajime isayama,25052857-attack-on-titan-vol-12,22
5376,59839,"attack on titan, vol. 11",hajime isayama,25052857-attack-on-titan-vol-12,22
5377,59838,"attack on titan, vol. 12",hajime isayama,25052857-attack-on-titan-vol-12,22
5378,59837,"attack on titan, vol. 13",hajime isayama,25052857-attack-on-titan-vol-12,22
5379,59836,"attack on titan, vol. 14",hajime isayama,25052857-attack-on-titan-vol-12,22
5380,59834,"attack on titan, vol. 16",hajime isayama,25052857-attack-on-titan-vol-12,22
5381,59848,"attack on titan, vol. 2",hajime isayama,25052857-attack-on-titan-vol-12,22
5382,293875,"attack on titan, vol. 24",hajime isayama,25052857-attack-on-titan-vol-12,22
5383,381831,"attack on titan, vol. 26",hajime isayama,25052857-attack-on-titan-vol-12,22
5384,293874,"attack on titan, vol. 27",hajime isayama,25052857-attack-on-titan-vol-12,22
5385,293873,"attack on titan, vol. 28",hajime isayama,25052857-attack-on-titan-vol-12,22
5386,293872,"attack on titan, vol. 29",hajime isayama,25052857-attack-on-titan-vol-12,22
5387,59847,"attack on titan, vol. 3",hajime isayama,25052857-attack-on-titan-vol-12,22
5388,293871,"attack on titan, vol. 30",hajime isayama,25052857-attack-on-titan-vol-12,22
5389,59846,"attack on titan, vol. 4",hajime isayama,25052857-attack-on-titan-vol-12,22
5390,59845,"attack on titan, vol. 5",hajime isayama,25052857-attack-on-titan-vol-12,22
5391,59844,"attack on titan, vol. 6",hajime isayama,25052857-attack-on-titan-vol-12,22
5434,122514,aunt bessie assumes,diana xarissa,28717522-aunt-bessie-invites,21
5435,122515,aunt bessie believes,diana xarissa,28717522-aunt-bessie-invites,21
5436,122512,aunt bessie considers,diana xarissa,28717522-aunt-bessie-invites,21
5437,122526,aunt bessie decides,diana xarissa,28717522-aunt-bessie-invites,21
5438,122525,aunt bessie enjoys,diana xarissa,28717522-aunt-bessie-invites,21
5439,122508,aunt bessie finds,diana xarissa,28717522-aunt-bessie-invites,21
5440,122507,aunt bessie goes,diana xarissa,28717522-aunt-bessie-invites,21
5441,122523,aunt bessie invites,diana xarissa,28717522-aunt-bessie-invites,21
5442,122505,aunt bessie joins,diana xarissa,28717522-aunt-bessie-invites,21
5443,122522,aunt bessie knows,diana xarissa,28717522-aunt-bessie-invites,21
5444,122521,aunt bessie likes,diana xarissa,28717522-aunt-bessie-invites,21
5445,122509,aunt bessie meets,diana xarissa,28717522-aunt-bessie-invites,21
5446,122510,aunt bessie needs,diana xarissa,28717522-aunt-bessie-invites,21
5447,122513,aunt bessie observes,diana xarissa,28717522-aunt-bessie-invites,21
5448,122511,aunt bessie provides,diana xarissa,28717522-aunt-bessie-invites,21
5449,122518,aunt bessie questions,diana xarissa,28717522-aunt-bessie-invites,21
5450,122517,aunt bessie remembers,diana xarissa,28717522-aunt-bessie-invites,21
5451,122516,aunt bessie solves,diana xarissa,28717522-aunt-bessie-invites,21
5452,122504,aunt bessie tries,diana xarissa,28717522-aunt-bessie-invites,21
5453,122497,aunt bessie zeroes in,diana xarissa,28717522-aunt-bessie-invites,21
5454,122506,aunt bessie's holiday,diana xarissa,28717522-aunt-bessie-invites,21
41005,117827,rave master vol. 10,hiro mashima,5253616-rave-master-vol-31,21
41006,117826,rave master vol. 11,hiro mashima,5253616-rave-master-vol-31,21
41007,117825,rave master vol. 12,hiro mashima,5253616-rave-master-vol-31,21
41008,117824,rave master vol. 13,hiro mashima,5253616-rave-master-vol-31,21
41009,117823,rave master vol. 14,hiro mashima,5253616-rave-master-vol-31,21
41010,117822,rave master vol. 15,hiro mashima,5253616-rave-master-vol-31,21
41011,117821,rave master vol. 16,hiro mashima,5253616-rave-master-vol-31,21
41012,117820,rave master vol. 17,hiro mashima,5253616-rave-master-vol-31,21
41013,117819,rave master vol. 18,hiro mashima,5253616-rave-master-vol-31,21
41014,117818,rave master vol. 19,hiro mashima,5253616-rave-master-vol-31,21
41015,117834,rave master vol. 2,hiro mashima,5253616-rave-master-vol-31,21
41016,117817,rave master vol. 20,hiro mashima,5253616-rave-master-vol-31,21
41017,117816,rave master vol. 22,hiro mashima,5253616-rave-master-vol-31,21
41018,117815,rave master vol. 23,hiro mashima,5253616-rave-master-vol-31,21
41019,117814,rave master vol. 24,hiro mashima,5253616-rave-master-vol-31,21
41020,117833,rave master vol. 3,hiro mashima,5253616-rave-master-vol-31,21
41021,117832,rave master vol. 4,hiro mashima,5253616-rave-master-vol-31,21
41022,117831,rave master vol. 6,hiro mashima,5253616-rave-master-vol-31,21
41023,117830,rave master vol. 7,hiro mashima,5253616-rave-master-vol-31,21
41024,117829,rave master vol. 8,hiro mashima,5253616-rave-master-vol-31,21
41025,117828,rave master vol. 9,hiro mashima,5253616-rave-master-vol-31,21
15819,12330,dragon ball 1,akira toriyama,9191834-dragon-ball-vol-1,21
15820,12301,dragon ball 10,akira toriyama,9191834-dragon-ball-vol-1,21
15821,12328,dragon ball 2,akira toriyama,9191834-dragon-ball-vol-1,21
15822,12326,dragon ball 3,akira toriyama,9191834-dragon-ball-vol-1,21
15823,12324,dragon ball 4,akira toriyama,9191834-dragon-ball-vol-1,21
15824,12315,dragon ball 5,akira toriyama,9191834-dragon-ball-vol-1,21
15825,12312,dragon ball 6,akira toriyama,9191834-dragon-ball-vol-1,21
15826,12304,dragon ball 7,akira toriyama,9191834-dragon-ball-vol-1,21
15827,12303,dragon ball 8,akira toriyama,9191834-dragon-ball-vol-1,21
15828,12302,dragon ball 9,akira toriyama,9191834-dragon-ball-vol-1,21
15829,373769,dragon ball super 8,akira toriyama,9191834-dragon-ball-vol-1,21
15830,373768,"dragon ball super, tomo 9",akira toriyama,9191834-dragon-ball-vol-1,21
15831,44063,"dragon ball z, vol. 1",akira toriyama,9191834-dragon-ball-vol-1,21
15832,49031,"dragon ball, vol. 1",akira toriyama,9191834-dragon-ball-vol-1,21
15833,283798,"dragon ball, vol. 10",akira toriyama,9191834-dragon-ball-vol-1,21
15834,283799,"dragon ball, vol. 13",akira toriyama,9191834-dragon-ball-vol-1,21
15835,283791,"dragon ball, vol. 15",akira toriyama,9191834-dragon-ball-vol-1,21
15836,49030,"dragon ball, vol. 2",akira toriyama,9191834-dragon-ball-vol-1,21
15837,49029,"dragon ball, vol. 3",akira toriyama,9191834-dragon-ball-vol-1,21
15838,49028,"dragon ball, vol. 4",akira toriyama,9191834-dragon-ball-vol-1,21
15839,283806,"dragon ball, vol. 5",akira toriyama,9191834-dragon-ball-vol-1,21
15743,320247,"dr slump, vol. 18",akira toriyama,1841228.Dr_Slump_Vol_14,20
15744,320255,"dr slump, vol. 6",akira toriyama,1841228.Dr_Slump_Vol_14,20
15772,320262,"dr. slump, vol. 02",akira toriyama,1841228.Dr_Slump_Vol_14,20
15773,320264,"dr. slump, vol. 03",akira toriyama,1841228.Dr_Slump_Vol_14,20
15774,320263,"dr. slump, vol. 05",akira toriyama,1841228.Dr_Slump_Vol_14,20
15775,320261,"dr. slump, vol. 07",akira toriyama,1841228.Dr_Slump_Vol_14,20
15776,320256,"dr. slump, vol. 08",akira toriyama,1841228.Dr_Slump_Vol_14,20
15777,320250,"dr. slump, vol. 09",akira toriyama,1841228.Dr_Slump_Vol_14,20
15778,320265,"dr. slump, vol. 1",akira toriyama,1841228.Dr_Slump_Vol_14,20
15779,320259,"dr. slump, vol. 10",akira toriyama,1841228.Dr_Slump_Vol_14,20
15780,320254,"dr. slump, vol. 11",akira toriyama,1841228.Dr_Slump_Vol_14,20
15781,320249,"dr. slump, vol. 12",akira toriyama,1841228.Dr_Slump_Vol_14,20
15782,320258,"dr. slump, vol. 13",akira toriyama,1841228.Dr_Slump_Vol_14,20
15783,320251,"dr. slump, vol. 14",akira toriyama,1841228.Dr_Slump_Vol_14,20
15784,320253,"dr. slump, vol. 15",akira toriyama,1841228.Dr_Slump_Vol_14,20
15785,320257,"dr. slump, vol. 16",akira toriyama,1841228.Dr_Slump_Vol_14,20
15786,320252,"dr. slump, vol. 17",akira toriyama,1841228.Dr_Slump_Vol_14,20
15787,320248,"dr. slump, vol. 2",akira toriyama,1841228.Dr_Slump_Vol_14,20
15788,320260,"dr. slump, vol. 4",akira toriyama,1841228.Dr_Slump_Vol_14,20
15789,320246,"dr. slump, vol. 5",akira toriyama,1841228.Dr_Slump_Vol_14,20
49530,136544,the arrangement,h.m. ward,18632858-the-arrangement-11,20
49531,136534,the arrangement 10,h.m. ward,18632858-the-arrangement-11,20
49532,136533,the arrangement 11,h.m. ward,18632858-the-arrangement-11,20
49533,136532,the arrangement 12,h.m. ward,18632858-the-arrangement-11,20
49534,136531,the arrangement 13,h.m. ward,18632858-the-arrangement-11,20
49535,136530,the arrangement 14,h.m. ward,18632858-the-arrangement-11,20
49536,136526,the arrangement 15,h.m. ward,18632858-the-arrangement-11,20
49537,136517,the arrangement 16,h.m. ward,18632858-the-arrangement-11,20
49538,136515,the arrangement 17,h.m. ward,18632858-the-arrangement-11,20
49539,136514,the arrangement 18,h.m. ward,18632858-the-arrangement-11,20
49540,136512,the arrangement 19,h.m. ward,18632858-the-arrangement-11,20
49541,136543,the arrangement 2,h.m. ward,18632858-the-arrangement-11,20
49542,136511,the arrangement 20,h.m. ward,18632858-the-arrangement-11,20
49543,136542,the arrangement 3,h.m. ward,18632858-the-arrangement-11,20
49544,136541,the arrangement 4,h.m. ward,18632858-the-arrangement-11,20
49545,136540,the arrangement 5,h.m. ward,18632858-the-arrangement-11,20
49546,136539,the arrangement 6,h.m. ward,18632858-the-arrangement-11,20
49547,136538,the arrangement 7,h.m. ward,18632858-the-arrangement-11,20
49548,136537,the arrangement 8,h.m. ward,18632858-the-arrangement-11,20
49549,136536,the arrangement 9,h.m. ward,18632858-the-arrangement-11,20
9265,10541,but not for blood,b.j. bourg,30122929-but-not-forgotten,20
9266,10531,but not for fame,b.j. bourg,30122929-but-not-forgotten,20
9267,310244,but not for justice,b.j. bourg,30122929-but-not-forgotten,20
9268,10546,but not for love,b.j. bourg,30122929-but-not-forgotten,20
9269,10539,but not for lust,b.j. bourg,30122929-but-not-forgotten,20
9270,310243,but not for wrath,bj bourg,30122929-but-not-forgotten,20
9271,10532,but not forearmed,b.j. bourg,30122929-but-not-forgotten,20
9272,10534,but not foredoomed,b.j. bourg,30122929-but-not-forgotten,20
9273,10535,but not foregathered,b.j. bourg,30122929-but-not-forgotten,20
9274,10536,but not foregone,b.j. bourg,30122929-but-not-forgotten,20
9275,10544,but not forespoken,b.j. bourg,30122929-but-not-forgotten,20
9276,10533,but not foretold,b.j. bourg,30122929-but-not-forgotten,20
9277,7393,but not forever,b.j. bourg,30122929-but-not-forgotten,20
9278,10545,but not forewarned,b.j. bourg,30122929-but-not-forgotten,20
9279,10548,but not forgiven,b.j. bourg,30122929-but-not-forgotten,20
9280,10549,but not forgotten,b.j. bourg,30122929-but-not-forgotten,20
9281,10547,but not formidable,b.j. bourg,30122929-but-not-forgotten,20
9282,10538,but not forspent,b.j. bourg,30122929-but-not-forgotten,20
9283,10537,but not forsworn,b.j. bourg,30122929-but-not-forgotten,20
9284,10540,but not fortuitous,b.j. bourg,30122929-but-not-forgotten,20
59657,100380,"the promised neverland, vol. 1",kaiu shirai,34766971-the-promised-neverland-chapter-3,20
59658,100372,"the promised neverland, vol. 10",kaiu shirai,34766971-the-promised-neverland-chapter-3,20
59659,100371,"the promised neverland, vol. 11",kaiu shirai,34766971-the-promised-neverland-chapter-3,20
59660,100370,"the promised neverland, vol. 12",kaiu shirai,34766971-the-promised-neverland-chapter-3,20
59661,115274,"the promised neverland, vol. 13",kaiu shirai,34766971-the-promised-neverland-chapter-3,20
59662,100369,"the promised neverland, vol. 14",kaiu shirai,34766971-the-promised-neverland-chapter-3,20
59663,100368,"the promised neverland, vol. 15",kaiu shirai,34766971-the-promised-neverland-chapter-3,20
59664,100367,"the promised neverland, vol. 16",kaiu shirai,34766971-the-promised-neverland-chapter-3,20
59665,100365,"the promised neverland, vol. 17",kaiu shirai,34766971-the-promised-neverland-chapter-3,20
59666,100364,"the promised neverland, vol. 18",kaiu shirai,34766971-the-promised-neverland-chapter-3,20
59667,100362,"the promised neverland, vol. 19",kaiu shirai,34766971-the-promised-neverland-chapter-3,20
59668,100382,"the promised neverland, vol. 2",kaiu shirai,34766971-the-promised-neverland-chapter-3,20
59669,100361,"the promised neverland, vol. 20",kaiu shirai,34766971-the-promised-neverland-chapter-3,20
59670,100379,"the promised neverland, vol. 3",kaiu shirai,34766971-the-promised-neverland-chapter-3,20
59671,100378,"the promised neverland, vol. 4",kaiu shirai,34766971-the-promised-neverland-chapter-3,20
59672,100377,"the promised neverland, vol. 5",kaiu shirai,34766971-the-promised-neverland-chapter-3,20
59673,100376,"the promised neverland, vol. 6",kaiu shirai,34766971-the-promised-neverland-chapter-3,20
59674,100375,"the promised neverland, vol. 7",kaiu shirai,34766971-the-promised-neverland-chapter-3,20
59675,100374,"the promised neverland, vol. 8",kaiu shirai,34766971-the-promised-neverland-chapter-3,20
59676,100373,"the promised neverland, vol. 9",kaiu shirai,34766971-the-promised-neverland-chapter-3,20
35040,87523,my life as a bigfoot breath mint,bill myers,1545327.My_Life_as_a_Torpedo_Test_Target,19
35041,87524,my life as a blundering ballerina,bill myers,1545327.My_Life_as_a_Torpedo_Test_Target,19
35043,87534,my life as a broken bungee cord,bill myers,1545327.My_Life_as_a_Torpedo_Test_Target,19
35044,87370,my life as a busted-up basketball backboard,bill myers,1545327.My_Life_as_a_Torpedo_Test_Target,19
35045,87369,my life as a computer cockroach,bill myers,1545327.My_Life_as_a_Torpedo_Test_Target,19
35046,87371,my life as a cowboy cowpie,bill myers,1545327.My_Life_as_a_Torpedo_Test_Target,19
35047,87522,my life as a human hairball,bill myers,1545327.My_Life_as_a_Torpedo_Test_Target,19
35048,87529,my life as a human hockey puck,bill myers,1545327.My_Life_as_a_Torpedo_Test_Target,19
35050,87521,my life as a screaming skydiver,bill myers,1545327.My_Life_as_a_Torpedo_Test_Target,19
35051,87535,my life as a smashed burrito,bill myers,1545327.My_Life_as_a_Torpedo_Test_Target,19
35052,87528,my life as a toasted time traveler,bill myers,1545327.My_Life_as_a_Torpedo_Test_Target,19
35053,87530,my life as a torpedo test target,bill myers,1545327.My_Life_as_a_Torpedo_Test_Target,19
35054,87520,my life as a walrus whoopee cushion,bill myers,1545327.My_Life_as_a_Torpedo_Test_Target,19
35055,87533,my life as alien monster bait,bill myers,1545327.My_Life_as_a_Torpedo_Test_Target,19
35056,87527,my life as an afterthought astronaut,bill myers,1545327.My_Life_as_a_Torpedo_Test_Target,19
35057,87531,my life as crocodile junk food,bill myers,1545327.My_Life_as_a_Torpedo_Test_Target,19
35058,87532,my life as dinosaur dental floss,bill myers,1545327.My_Life_as_a_Torpedo_Test_Target,19
35060,87525,my life as polluted pond scum,bill myers,1545327.My_Life_as_a_Torpedo_Test_Target,19
35061,87526,my life as reindeer road kill,bill myers,1545327.My_Life_as_a_Torpedo_Test_Target,19
827,1916,a court of frost and starlight,sarah j. maas,31278808-a-court-of-mist-and-fury,19
828,250728,a court of frost and starlight [dramatized adaptation],sarah j. maas,31278808-a-court-of-mist-and-fury,19
829,1949,a court of mist and fury,sarah j. maas,31278808-a-court-of-mist-and-fury,19
830,250733,a court of mist and fury (part 1 of 2) [dramatized adaptation],sarah j. maas,31278808-a-court-of-mist-and-fury,19
831,250732,a court of mist and fury (part 2 of 2) [dramatized adaptation],sarah j. maas,31278808-a-court-of-mist-and-fury,19
832,12088,a court of silver flames,sarah j. maas,31278808-a-court-of-mist-and-fury,19
833,250727,a court of silver flames (part 1 of 2) [dramatized adaptation],sarah j. maas,31278808-a-court-of-mist-and-fury,19
834,250726,a court of silver flames (part 2 of 2) [dramatized adaptation],sarah j. maas,31278808-a-court-of-mist-and-fury,19
835,1950,a court of thorns and roses,sarah j. maas,31278808-a-court-of-mist-and-fury,19
836,279947,a court of thorns and roses (part 1 of 2) [dramatized adaptation],sarah j. maas,31278808-a-court-of-mist-and-fury,19
837,319706,a court of thorns and roses (part 2 of 2) [dramatized adaptation],sarah j. maas,31278808-a-court-of-mist-and-fury,19
838,112823,a court of thorns and roses ebook bundle,sarah j. maas,31278808-a-court-of-mist-and-fury,19
839,275698,a court of thorns and roses paperback box set (5 books),sarah j. maas,31278808-a-court-of-mist-and-fury,19
840,178854,a court of thorns and roses series 5 books collection set,sarah j. maas,31278808-a-court-of-mist-and-fury,19
841,1948,a court of wings and ruin,sarah j. maas,31278808-a-court-of-mist-and-fury,19
842,250731,a court of wings and ruin (part 1 of 3) [dramatized adaptation],sarah j. maas,31278808-a-court-of-mist-and-fury,19
843,250730,a court of wings and ruin (part 2 of 3) [dramatized adaptation],sarah j. maas,31278808-a-court-of-mist-and-fury,19
844,194069,a court of wings and ruin (part 3 of 3) [dramatized adaptation],sarah j. maas,31278808-a-court-of-mist-and-fury,19
2536,1914,a ​court of silver flames,sarah j. maas,31278808-a-court-of-mist-and-fury,19
65309,323413,tokyo ghoul,sui ishida,35503050-tokyo-ghoul,19
65310,395576,tokyo ghoul 1,sui ishida,35503050-tokyo-ghoul,19
65311,155269,tokyo ghoul 10,sui ishida,35503050-tokyo-ghoul,19
65312,395566,tokyo ghoul 11,sui ishida,35503050-tokyo-ghoul,19
65313,395565,tokyo ghoul 12,sui ishida,35503050-tokyo-ghoul,19
65314,395564,tokyo ghoul 13,sui ishida,35503050-tokyo-ghoul,19
65315,395563,tokyo ghoul 14,sui ishida,35503050-tokyo-ghoul,19
65316,395575,tokyo ghoul 2,sui ishida,35503050-tokyo-ghoul,19
65317,395574,tokyo ghoul 3,sui ishida,35503050-tokyo-ghoul,19
65318,395573,tokyo ghoul 4,sui ishida,35503050-tokyo-ghoul,19
65319,395572,tokyo ghoul 5,sui ishida,35503050-tokyo-ghoul,19
65320,395571,tokyo ghoul 6,sui ishida,35503050-tokyo-ghoul,19
65321,395570,tokyo ghoul 7,sui ishida,35503050-tokyo-ghoul,19
65322,395569,tokyo ghoul 8,sui ishida,35503050-tokyo-ghoul,19
65323,395568,tokyo ghoul 9,sui ishida,35503050-tokyo-ghoul,19
