,titles_authors
741,"['take me on, katie mcgarry', 'chasing nikki, lacey weatherford', 'young love murder, april brookshire', 'cloud walking, a. meredith walters', 'jaded, tijan*', 'loving summer, kailin gow', 'dominic, l.a. casey', 'last summer, rebecca a. rogers', 'losing kyler, siobhan davis', 'wild reckless, ginger scott', 'miss me not, tiffany king', 'cracked kingdom, erin watt', 'bully, penelope douglas', 'waiting for you, shey stahl', 'endgame, chloe walsh', 'good, s. walden', 'more than this, jay mclean', 'perfect chemistry, simone elkeles', 'beautiful torment, paige laurens', 'lovely vicious, sara wolf', 'wild cards, simone elkeles', 'forgiveness and permission, c.l. stone', 'tripping me up, amber garza', 'collision course, s.c. stephens', 'wide awake, shelly crane', 'fallen heir, erin watt', 'beautiful survivors, c.m. stunich', 'freeing carter, nyrae dawn', 'find you in the dark, a. meredith walters', 'broken and screwed, tijan*', 'shark bait, jenn cooksey', 'tear, rachel van dyken', 'the boy who sneaks in my bedroom window, kirsty moseley', 'until the end, abbi glines', 'defy, l.j. shen', 'very bad things, ilsa madden-mills', 'going under, s. walden', 'untouchable, lindsay delagair', 'light in the shadows, a. meredith walters', 'chasing mccree, j.c. isabella', 'because of him, jessica roe', 'fallen crest high, tijan*', 'until you, penelope douglas', 'the boys of summer, c.j. duggan', 'house of korba, c.l. stone', 'did i mention i love you?, estelle maskame', 'the art of life, sarah kay carter', 'crash into you, katie mcgarry', 'misbehaved, charleigh rose', 'the truth about faking, leigh talbert moore', 'finding kyler, siobhan davis', 'fallen crest public, tijan*', 'nero, sarah brianne', 'collateral damage, katie klein', 'twisted palace, erin watt', 'red at night, katie mcgarry', 'impossible, komal kant', 'unspeakable, michelle k. pickett', 'the sea of tranquility, katja millay', 'broken prince, erin watt', 'drop of doubt, c.l. stone', 'dare you to, katie mcgarry', 'falling for the ghost of you, nicole christie', ""my brother's best friend, knightsrachel*"", 'love you, estelle maskame', 'the libby garrett intervention, kelly oram', 'what a boy wants, nyrae dawn', 'going under, georgia cates', 'happenstance, jamie mcguire', 'the vincent brothers, abbi glines', 'push and shove, c.l. stone', ""the bad boy's girl, blair holden"", 'the other side of envy, c.l. stone', 'unteachable, leah raeder', 'pushing the limits, katie mcgarry', 'la princesa de papel, erin watt', 'cross my heart, katie klein', 'fallen crest family, tijan*']"
742,"['the millionaire fastlane, m.j. demarco', ""rich dad's cashflow quadrant, robert t. kiyosaki"", 'the automatic millionaire homeowner, david bach', 'i will teach you to be rich, ramit sethi', 'broke millennial, erin lowry', 'how to get rich, felix dennis', 'smart women finish rich, david bach', 'women & money, suze orman', 'think and grow rich, napoleon hill', 'the power of broke, daymond john', 'secrets of the millionaire mind, t. harv eker', 'the wealthy barber returns , david chilton', 'the automatic millionaire, david bach', 'el hombre más rico de babilonia, george s. clason', 'the millionaire mind, thomas j. stanley', 'the richest man in babylon, george s. clason', 'financial peace revisited, dave ramsey']"
743,"['the firm, john grisham', 'double tap, steve martini', 'hostile witness, rebecca forster*', 'accused, mark gimenez', 'final appeal, lisa scottoline', 'beach lawyer, avery duff', 'the advocate, teresa burrell', 'the associate, john grisham', 'dead irish, john lescroart', 'the pelican brief, john grisham', 'blood defense, marcia clark', 'silent witness, rebecca forster*', 'injustice for all, scott pratt', 'the last juror, john grisham', 'in good faith, scott pratt', 'an innocent client, scott pratt', 'the client, john grisham', 'intent to kill, james grippando', 'the client, janet mcalpin', 'the brethren, john grisham', 'the testament, john grisham', 'degree of guilt, richard north patterson', 'critical mass, steve martini', 'damage, john lescroart', 'the runaway jury, john grisham', 'a criminal defense, william l. myers jr.', 'the judge, steve martini', 'the street lawyer, john grisham', 'prime witness, steve martini', 'likely to die, linda fairstein', 'the broker, john grisham', 'gone, but not forgotten, phillip margolin', 'shadow of power, steve martini', 'the summons, john grisham', 'final jeopardy, linda fairstein', 'the list, steve martini', 'the vig, john lescroart', 'the king of torts, john grisham', 'innocent, scott turow', 'the burden of proof, scott turow', 'a time to kill, john grisham', 'the tenth justice, brad meltzer', 'the firm, robin a.h. waterfield', 'guardian of lies, steve martini', 'the juror, george dawes green', 'the good lawyer, thomas benigno', 'the kills, linda fairstein', 'presumed innocent, scott turow', 'compelling evidence, steve martini', 'michael gresham, john ellsworth', 'supreme justice, phillip margolin', 'the rainmaker, john grisham', 'the deadhouse, linda fairstein', 'the enemy inside, steve martini', 'incriminating evidence, sheldon siegel']"
744,"['awaken the highland warrior, anita clenney', 'a sorceress of his own, dianne duvall', 'dark lover, brenda joyce', 'quicksilver, amanda quick', 'the dark highlander, karen marie moning', 'a lady and her magic, tammy falkner', 'one haunted evening, ava stone', 'the mystery woman, amanda quick', 'lara, bertrice small', 'crystal gardens, amanda quick', 'bite me, your grace, brooklyn ann', 'moon awakening, lucy monroe', 'sword of darkness, kinley macgregor', 'spell of the highlander, karen marie moning', 'kiss of the highlander, karen marie moning', 'the avenger, p.c. cast', 'son of the morning, linda howard', 'beyond the highland mist, karen marie moning', 'warrior, zoe archer', ""the fire lord's lover, kathryne kennedy"", 'dangerous highlander, donna grant', ""if he's sinful, hannah howell"", 'into the dreaming, karen marie moning']"
745,"['breath of scandal, sandra brown', 'if i break, portia moore*', 'killing time, linda howard', 'risky business, nora roberts', 'killjoy, julie garwood', ""river's end, nora roberts"", 'so close, sylvia day', 'sweet revenge, nora roberts', 'promise not to tell, jayne ann krentz', 'captive star, nora roberts', 'not what she seems, victorine e. lieske', 'sacred sins, nora roberts', 'dawn in eclipse bay, jayne ann krentz', 'tribute, nora roberts', 'secrets of the lost summer, carla neggers', 'montana sky, nora roberts', 'shadow dance, julie garwood', 'scarlet nights, jude deveraux', 'cry no more, linda howard', 'dying to please, linda howard', 'black hills, nora roberts', 'trailer trash, denise grover swank', 'burn, linda howard', 'concrete evidence, rachel grant', 'nora roberts land, ava miles', 'brody, mandy harbin', 'the spy who left me, gina robinson', 'diamonds are truly forever, gina robinson', 'the welcoming, nora roberts', 'midnight bayou, nora roberts', 'carolina moon, nora roberts', 'wired, julie garwood', ""lucky's lady, tami hoag"", 'reckless, selena montgomery', 'seeking the sheriff, calle j. brookes', 'the right path, nora roberts', 'sanctuary, nora roberts', 'finding infinity, susan kiernan-lewis', 'eclipse bay, jayne ann krentz', 'hot ice, nora roberts', 'the art of deception, nora roberts', 'hotshot, julie garwood', 'birthright, nora roberts', 'sizzle, julie garwood', 'the reef, nora roberts', 'the witness, nora roberts', 'the search, nora roberts', 'promises to keep, kathryn shay', 'twilight whispers, barbara delinsky', 'under the boardwalk, carly phillips', 'no one lives twice, julie moffett', 'chasing fire, nora roberts', 'the villa, nora roberts', 'cover of night, linda howard', 'first you run, roxanne st. claire', 'fast track, julie garwood', 'murder list, julie garwood', 'a will and a way, nora roberts', 'angels fall, nora roberts']"
746,"['pay it forward, catherine ryan hyde', 'negeri 5 menara, ahmad fuadi']"
747,"['the invisible ring, anne bishop', ""raven's strike, patricia briggs"", 'queen of the darkness, anne bishop', 'dreams made flesh, anne bishop', 'tangled webs, anne bishop', 'the shadow queen, anne bishop', ""twilight's dawn, anne bishop"", 'warlord, elizabeth vaughan', ""shalador's lady, anne bishop"", 'the silvered, tanya huff']"
748,"['ocean meets sky, terry fan', 'how i became a pirate, melinda long', 'the tunnel, anthony browne', 'quest, aaron becker', 'the legend of rock paper scissors, drew daywalt', 'the fantastic flying books of mr. morris lessmore, william joyce', 'stanley in space, jeff brown', 'finding nemo, andrew stanton', 'the man in the moon, william joyce', 'zathura, chris van allsburg', 'flat stanley, jeff brown', 'stanley, flat again!, jeff brown']"
749,"['the disasters, m.k. england', 'the deep, rivers solomon', 'the vanished birds, simon jimenez', 'to be taught, if fortunate, becky chambers', 'nona the ninth, tamsyn muir', 'the traitor baru cormorant, seth dickinson', 'this is how you lose the time war, amal el-mohtar', 'ninefox gambit, yoon ha lee', 'black sun, rebecca roanhorse', 'translation state, ann leckie', 'gideon the ninth, tamsyn muir', 'light from uncommon stars, ryka aoki', 'a psalm for the wild-built, becky chambers', 'santa olivia, jacqueline carey', 'the space between worlds, micaiah johnson', 'the future of another timeline, annalee newitz', 'the world we make, n.k. jemisin', 'monstrilio, gerardo sámano córdova', 'the long way to a small, angry planet, becky chambers', 'the stars are legion, kameron hurley', 'an unkindness of ghosts, rivers solomon', 'in the lives of puppets, t.j. klune', 'a memory called empire, arkady martine', 'harrow the ninth, tamsyn muir', 'hench, natalie zina walschots']"
750,"['sweetly, jackson pearce', 'wicked ugly bad, cassandra gannon', 'the afterlife of holly chase, cynthia hand', 'sisters red, jackson pearce', 'fairest, chanda hahn', 'alice in zombieland, gena showalter', 'such sweet sorrow, jenny trout']"
751,"['if only they could talk, james herriot', 'the biggest mouse in the world, charles house']"
752,"['skinwalkers, tony hillerman', 'listening woman, tony hillerman', 'the dark wind, tony hillerman', 'kindness goes unpunished, craig johnson', 'the blinds, adam sternbergh', 'cimarron rose, james lee burke', 'the highwayman, craig johnson', 'the dark horse, craig johnson', 'bitterroot, james lee burke', 'people of darkness, tony hillerman', 'sacred clowns, tony hillerman', 'raylan, elmore leonard', 'spirit of steamboat, craig johnson', ""another man's moccasins, craig johnson"", 'the cold dish, craig johnson', 'an obvious fact, craig johnson', 'dance hall of the dead, tony hillerman', 'hunting badger, tony hillerman', 'death without company, craig johnson', 'skeleton man, tony hillerman']"
753,"['the last crusade, nigel cliff', 'balkan ghosts, robert d. kaplan', 'the rise and fall of the great powers, paul kennedy', 'bloodlands, timothy snyder', 'vanished kingdoms, norman davies', 'from beirut to jerusalem, thomas l. friedman', 'ghosts of spain, giles tremlett', 'the fall of the roman empire, peter heather', 'postwar, tony judt', 'the balkans, misha glenny', 'a continent for the taking, howard w. french', 'germany, neil macgregor', 'the third reich in power, richard j. evans', 'holy war, karen armstrong', '1453, roger crowley', 'modern times, paul johnson', 'the arabs, eugene rogan', 'the coming of the third reich, richard j. evans', 'we wish to inform you that tomorrow we will be killed with our families, philip gourevitch', 'armageddon averted, stephen kotkin', 'the war that ended peace, margaret macmillan', 'the sleepwalkers, christopher clark']"
754,"['death in the floating city, tasha alexander', 'a poisoned season, tasha alexander', 'a crimson warning, tasha alexander', 'behind the shattered glass, tasha alexander', 'dangerous to know, tasha alexander', 'a fatal waltz, tasha alexander', 'the hanover square affair, ashley gardner', 'and only to deceive, tasha alexander']"
755,"['the crossroads of should and must, elle luna', 'the success principles, jack canfield', 'one small step can change your life, robert maurer', ""it's not how good you are, it's how good you want to be, paul arden"", 'first things first, stephen r. covey', 'turning pro, steven pressfield', 'the happiness of pursuit, chris guillebeau', 'minimalist living, genevieve parker hill', 'the organized mind, daniel j. levitin', 'the 7 habits of highly effective people, stephen r. covey', 'born for this, chris guillebeau', 'the slight edge, jeff olson', 'rapt, winifred gallagher', 'attitude is everything, jeff keller']"
756,"['switch, chip heath', 'immunity to change, robert kegan', 'the one minute manager, kenneth h. blanchard', 'qbq! the question behind the question, john g. miller', 'our iceberg is melting, john p. kotter', 'leadership 2.0, travis bradberry', 'principle-centered leadership, stephen r. covey', 'execution, larry bossidy', 'thinking strategically, avinash k. dixit', 'orbiting the giant hairball, gordon mackenzie', 'the 21 irrefutable laws of leadership, john c. maxwell', 'first, break all the rules, marcus buckingham', 'six thinking hats, edward de bono', 'work rules!, laszlo bock', 'winning, jack welch', 'the progress principle, teresa amabile', 'the four obsessions of an extraordinary executive, patrick lencioni', 'the ideal team player, patrick lencioni', 'you can negotiate anything, herb cohen', 'getting to yes, roger fisher', 'co-active coaching, laura whitworth', 'the leadership challenge, james m. kouzes', 'developing the leader within you, john c. maxwell', 'give and take, adam m. grant', 'multipliers, liz wiseman', 'the trusted advisor, david h. maister', 'transitions, william bridges', 'the culture map, erin meyer', 'fyi, michael m. lombardo', 'working identity, herminia ibarra', 'go put your strengths to work, marcus buckingham', 'the 5 levels of leadership, john c. maxwell', 'start with why, simon sinek', 'mastering leadership, bob anderson', 'do more great work, michael bungay stanier', 'winning with people, john c. maxwell', 'the effective executive, peter f. drucker', 'drive, daniel h. pink']"
757,"['the coal tattoo, silas house', 'a virtuous woman, kaye gibbons', 'the rapture of canaan, sheri reynolds', 'ya yas in bloom, rebecca wells', 'ya-yas in bloom, rebecca wells', 'the crowning glory of calla lily ponder, rebecca wells', 'the night the lights went out, karen white', 'divine secrets of the ya-ya sisterhood, rebecca wells', 'peachtree road, anne rivers siddons', ""clay's quilt, silas house"", 'the great santini, pat conroy', 'welcome to the world, baby girl!, fannie flagg']"
758,"['the last nazi, andrew turpin', 'the polish officer, alan furst', 'the world at night, alan furst', 'spandau phoenix, greg iles', 'jackdaws, ken follett', 'dark star, alan furst', 'blood of victory, alan furst', 'enigma, robert harris', 'night of the fox, jack higgins', 'black cross, greg iles', 'kingdom of shadows, alan furst', 'empire and honor, w.e.b. griffin', 'mission to paris, alan furst', 'city of gold, len deighton', 'spies of the balkans, alan furst', 'the spymasters, w.e.b. griffin', 'the spies of warsaw, alan furst', 'the saboteur, andrew gross', 'the good german, joseph kanon', 'a hero of france, alan furst', 'eye of the needle, ken follett', 'zoo station, david downing']"
