,titles_authors
1403,"['deadly proof, m. louisa locke', 'sweet revenge, andrea penrose', 'come hell or highball, maia chance', 'maids of misfortune, m. louisa locke', 'jane and the wandering eye, stephanie barron']"
1404,"['little elvises, timothy hallinan', 'the burglar who painted like mondrian, lawrence block', 'outfoxed, david rosenfelt', 'and be a villain, rex stout', 'bad monkey, carl hiaasen', 'the burglar in the closet, lawrence block', ""what's so funny?, donald e. westlake"", 'basket case, carl hiaasen', 'the burglar on the prowl, lawrence block', 'flat crazy, ben rehder', 'the burglar who counted the spoons, lawrence block']"
1405,"['love real food, kathryne taylor', 'skinnytaste meal prep, gina homolka']"
1406,"['little red riding hood, charles perrault', ""grimm's fairy tales, jacob grimm"", 'the selfish giant, oscar wilde', 'blue beard, charles perrault', 'thumbelina, brad sneed', 'the little mermaid, hans christian andersen', 'the fairy tales of hermann hesse, hermann hesse', 'at the back of the north wind, george macdonald', 'the happy prince and other tales, oscar wilde', 'the complete fairy tales, hans christian andersen', ""grimm's fairy stories, jacob grimm"", 'rapunzel, jacob grimm', 'russian fairy tales, alexander afanasyev', 'the happy prince, oscar wilde', ""the complete grimm's fairy tales, jacob grimm"", 'snow white, jacob grimm', 'fairy tales from the brothers grimm, philip pullman', ""perrault's fairy tales, charles perrault"", ""angela carter's book of fairy tales, angela carter"", 'the complete fairy tales, oscar wilde', 'the princess and the pea, janet stevens', 'the water babies, charles kingsley', 'the original folk and fairy tales of the brothers grimm, jacob grimm', 'the tales of mother goose, charles perrault', 'smith of wootton major, j.r.r. tolkien']"
1407,"['oroonoko, thomas southerne', 'the merchant of venice, william shakespeare', 'the miracle worker, william gibson', 'the glass menagerie, tennessee williams', 'this is our youth, kenneth lonergan', 'anna in the tropics, nilo cruz', 'a taste of honey, shelagh delaney', 'death of a salesman, arthur miller', 'the shape of things, neil labute', 'a view from the bridge, arthur miller', 'the good woman of setzuan, bertolt brecht', 'twelve angry men, reginald rose', 'machinal, sophie treadwell', 'arcadia, tom stoppard', ""who's afraid of virginia woolf?, edward albee"", 'almost, maine, john cariani', 'true west, sam shepard', ""'art', yasmina reza"", 'our town, thornton wilder', 'twilight, anna deavere smith', 'hedda gabler, henrik ibsen', ""our country's good, timberlake wertenbaker"", 'othello, william shakespeare', 'inherit the wind, jerome lawrence', 'richard iii, william shakespeare', 'the taming of the shrew, william shakespeare', 'equus, peter shaffer', ""the winter's tale, william shakespeare"", 'an inspector calls, j.b. priestley', ""le jeu de l'amour et du hasard, pierre de marivaux"", 'proof, david auburn', 'moralność pani dulskiej, gabriela zapolska', 'la tempestad, william shakespeare', 'a streetcar named desire, tennessee williams', 'king henry iv, part 1, william shakespeare', 'king lear, william shakespeare', 'clybourne park, bruce norris', 'all my sons, arthur miller', 'oleanna, david mamet', 'draußen vor der tür, wolfgang borchert', 'les belles-soeurs, michel tremblay', 'death and the maiden, ariel dorfman', 'volpone, ben jonson', 'incendies, wajdi mouawad', 'hamlet, kenneth branagh', 'zemsta, aleksander fredro', 'the good person of szechwan, bertolt brecht', 'edipo rey / antígona / medea, sophocles', 'der gute mensch von sezuan, bertolt brecht', ""a doll's house, henrik ibsen"", 'disgraced, ayad akhtar']"
1408,"['fool for love, sam shepard']"
1409,"['demon ember, m.j. haag', 'endurance, ann aguirre', 'horde, ann aguirre', 'the queen of all that dies, laura thalassa', 'the queen of traitors, laura thalassa', 'outpost, ann aguirre', 'enclave, ann aguirre', 'the queen of all that lives, laura thalassa', 'horizon, sophie littlefield']"
1410,"['friends and lovers, eric jerome dickey', 'black girl lost, donald goines', 'flyy girl, omar tyree', 'diary of a mistress, miasha*', 'luxe two, ashley antoinette', 'the prada plan 2, ashley antoinette', 'secrets of a side bitch, jessica n. watkins', 'the other woman, eric jerome dickey', 'the cartel, ashley antoinette', 'trick baby, iceberg slim', 'milk in my coffee, eric jerome dickey', 'the prada plan 3, ashley antoinette', 'chocolate covered forbidden fruit, trista russell', 'naughty or nice, eric jerome dickey', 'the prada plan, ashley antoinette', 'sisters & lovers, connie briscoe', 'sister, sister, eric jerome dickey', 'the prada plan 4, ashley antoinette', ""hood rat, k'wan*"", 'the trophy wife, ashley antoinette', ""the dopeman's wife, jaquavis coleman"", 'nervous, zane*', 'just too good to be true, e. lynn harris', ""thieves' paradise, eric jerome dickey"", 'midnight, sister souljah', 'a deeper love inside, sister souljah', 'moth to a flame, ashley antoinette', 'luxe, ashley antoinette']"
1411,"['the narrow road to the deep north, richard flanagan', 'between shades of gray, ruta sepetys', 'the wives of los alamos, tarashea nesbit', 'letters to the lost, iona grey', 'dear mrs. bird, aj pearce', 'the pieces we keep, kristina mcmorris', ""the orphan's tale, pam jenoff"", 'white chrysanthemum, mary lynn bracht', 'salt to the sea, ruta sepetys', 'city of thieves, david benioff', 'daughters of the night sky, aimie k. runyan', 'the alice network, kate quinn', 'beneath a scarlet sky, mark t. sullivan', 'the cloud atlas, liam callanan', 'la luz que no puedes ver, anthony doerr', 'all the light we cannot see, anthony doerr', 'the postmistress, sarah blake', 'the diamond eye, kate quinn', 'the atomic city girls, janet beard', 'the illusion of separateness, simon van booy', 'a thread of grace, mary doria russell', 'white rose, black forest, eoin dempsey', 'code name verity, elizabeth wein', 'two brothers, ben elton', 'the last rose of shanghai, weina dai randel', 'lilac girls, martha hall kelly', 'war brides, helen bryan', 'the very thought of you, rosie alison', 'the taster, v.s. alexander']"
1412,"['july, audrey carlan', 'september, audrey carlan', 'march, audrey carlan', 'may, audrey carlan', 'august, audrey carlan', 'october, audrey carlan']"
1413,"['battle cry, leon uris', 'front lines, michael grant', 'pacific glory, p.t. deutermann', 'the final storm, jeff shaara', 'close combat, w.e.b. griffin', 'victory and honor, w.e.b. griffin', 'behind the lines, w.e.b. griffin', 'the rising tide, jeff shaara', 'purple hearts, michael grant', 'those who dare, phil ward', 'silver stars, michael grant', ""in danger's path, w.e.b. griffin""]"
1414,"['locomotive, brian floca', 'this bridge will not be gray, dave eggers']"
1415,"['you are mine, max lucado', 'armageddon, tim lahaye', 'forbidden, ted dekker', 'the remnant, tim lahaye', 'kingdom come, tim lahaye', ""immanuel's veins, ted dekker"", 'apollyon, tim lahaye', 'fearless, robin parrish', 'glorious appearing, tim lahaye', 'assassins, tim lahaye', 'this present darkness, frank e. peretti', 'soul harvest, tim lahaye', 'the mark, tim lahaye', 'the keeper, ted dekker', 'tribulation force, tim lahaye']"
1416,"['unbecoming, jenny downham', 'we are all made of molecules, susin nielsen', 'split, swati avasthi', ""boys don't cry, malorie blackman""]"
1417,"['sweet captivity, julia sykes', 'reborn, addison cain', 'vandal, carian cole', 'fusion, diana kane', 'blai2e, anita gray']"
1418,"['joe ledger, jonathan maberry', 'lair, james herbert', 'zero tolerance, jonathan maberry', 'aliens vs. predator, steve perry', 'the loop, jeremy robert johnson', 'code zero, jonathan maberry', 'dogs of war, jonathan maberry', 'never cry mercy, l.t. ryan', 'alien, james a. moore', 'pandemic, scott sigler', 'rogue state, steven konkoly', 'kraken rising, greig beck', 'this green hell, greig beck', 'contagion, erin bowman', 'dark rising, greig beck', 'kill switch, jonathan maberry', 'invasion of the body snatchers, jack finney', 'infected, scott sigler', 'alien, tim lebbon', 'end game, l.t. ryan', 'beneath the dark ice, greig beck', 'extinction machine, jonathan maberry', 'contagious, scott sigler', 'the troop, nick cutter', 'survivor song, paul tremblay', 'the dragon factory, jonathan maberry', 'beautiful you, chuck palahniuk', 'ancestor, scott sigler', 'the king of plagues, jonathan maberry']"
1419,"['soccernomics, simon kuper', 'the new bill james historical baseball abstract, bill james', 'the sweet science, a.j. liebling', 'the game, ken dryden', 'playing the enemy, john carlin', 'inverting the pyramid, jonathan wilson', 'big data baseball, travis sawchik', 'soccer in sun and shadow, eduardo galeano', 'the art of a beautiful game, chris ballard', 'ruffian, jane schwartz', 'among the thugs, bill buford', 'seabiscuit, laura hillenbrand', 'secretariat, william nack', 'on boxing, joyce carol oates', 'war room, michael holley']"
1420,"['the green mile, frank darabont']"
1421,"['crush, nicole williams', 'second chance boyfriend, monica murphy', 'cutters vs. jocks, elizabeth marx', 'clash, nicole williams', 'love and skate, lila felix', 'ruin, rachel van dyken', 'sometimes it lasts, abbi glines', 'full measures, rebecca yarros', 'fallen crest university, tijan*']"
1422,"['the fate of ten, pittacus lore', 'the rise of nine, pittacus lore', 'little fuzzy, h. beam piper', 'the fall of five, pittacus lore', ""six's legacy, pittacus lore"", 'the champion, scott sigler', 'the mvp, scott sigler', 'the dangerous days of daniel x, james patterson', 'united as one, pittacus lore']"
1423,"['if i could turn back time, beth harbison', 'the scoop, fern michaels', 'the happiness in between, grace greene', 'the cottage at glass beach, heather barbieri', 'flowers in the rain and other stories, rosamunde pilcher', 'beach house memories, mary alice monroe', 'queenie, michael korda', 'vanity fare, megan caldwell', 'the next big thing, johanna edwards', 'the theory of opposites, allison winn scotch', 'folly beach, dorothea benton frank', 'tapestry of fortunes, elizabeth berg', 'where the river runs, patti callahan henry', 'what matters most, luanne rice', 'crash and burn, fern michaels', 'summer with my sisters, holly chamberlin', 'coming up for air, patti callahan henry']"
1424,[]
1425,"['sapphique, catherine fisher', 'ink and bone, rachel caine', 'steampunk! an anthology of fantastically rich and strange stories, kelly link', 'agatha h and the airship city, phil foglio', 'kinslayer, jay kristoff', 'the tinker king, tiffany trent', 'paper and fire, rachel caine', 'the strange case of finley jayne, kady cross', 'incarceron, catherine fisher', 'ash and quill, rachel caine']"
1426,[]
1427,"[""paper aeroplanes, dawn o'porter"", 'junk, melvin burgess', 'every exquisite thing, matthew quick', 'breakfast served anytime, sarah combs', 'like no other, una lamarche', 'looking for alibrandi, melina marchetta', 'the usual rules, joyce maynard', 'taming the star runner, s.e. hinton', 'looking for alaska, john green', 'smack, melvin burgess', 'nos étoiles contraires, john green', 'doing it, melvin burgess', 'the scar boys, len vlahos', 'the lake effect, erin mccahan', 'the carnival at bray, jessie ann foley', 'hick, andrea portes', 'das schicksal ist ein mieser verräter, john green', 'as vantagens de ser invisível, stephen chbosky', 'the serpent king, jeff zentner', 'bajo la misma estrella, john green', 'cercando alaska, john green', 'o teorema katherine, john green', 'love letters to the dead, ava dellaira', 'colpa delle stelle, john green', 'le monde de charlie, stephen chbosky', 'a culpa é das estrelas, john green', 'the fault in our stars, john green', '19 razy katherine, john green', 'an abundance of katherines, john green', 'cartas de amor aos mortos, ava dellaira', 'lolito, ben brooks']"
1428,"['yours truly, kirsty greenwood', 'queen of babble gets hitched, meg cabot', 'the boy is back, meg cabot', 'slightly settled, wendy markham', 'nerd in shining armor, vicki lewis thompson', 'maybe baby, elaine fox', 'can you keep a secret?, sophie kinsella', 'queen of babble in the big city, meg cabot', 'remember me?, sophie kinsella', ""miranda's big mistake, jill mansell"", 'playing james, sarah mason', ""monday's child, louise bagshawe"", 'i heart hollywood, lindsey kelk', 'the undomestic goddess, sophie kinsella', 'lucky in love, jill shalvis', 'bet me, jennifer crusie', 'it must be love, rachel gibson', 'get lucky, lila monroe', 'just the sexiest man alive, julie james', 'a girl like you, gemma burgess', 'the boy next door, meg cabot', 'too good to be true, kristan higgins', 'the pregnancy test, erin mccarthy', 'the go-to girl, louise bagshawe', ""i've got your number, sophie kinsella""]"
1429,"['bullies and buddies, zack zombie', 'a scare of a dare, zack zombie', 'when nature calls, zack zombie']"
1430,"['turks fruit, jan wolkers', 'kom hier dat ik u kus, griet op de beeck', 'de engelenmaker, stefan brijs', 'de wetten, connie palmen', 'kartonnen dozen, tom lanoye', 'joe speedboot, tommy wieringa', 'ventoux, bert wagendorp', 'dit zijn de namen, tommy wieringa', 'de hemel boven parijs, bregje hofstede', 'de vriendschap, connie palmen', 'twee vrouwen, harry mulisch', 'i.m., connie palmen', 'hersenschimmen, j. bernlef', 'het beste wat we hebben, griet op de beeck']"
1431,"['dark instincts, suzanne wright', 'raised by wolves, jennifer lynn barnes', 'reach for the sky, gwen knight', 'pack, jeaniene frost', 'logan & jenna, r.e. butler', 'wolves and roses, christina bauer', 'kindred, j.a. redmerski', 'avoiding alpha, aileen erin', 'how to flirt with a naked werewolf, molly harper', 'the billion-were needs a mate, georgette st. clair', 'dirty blood, heather hildenbrand', 'blood bond, heather hildenbrand', 'carnal secrets, suzanne wright', 'dark wolf rising, rhyannon byrd', 'shiver trilogy boxset, maggie stiefvater', 'moonlight, rachel hawthorne', 'the mayfair moon, j.a. redmerski', 'verity, claire farrell', 'trial by fire, jennifer lynn barnes', 'pack of lies, sara dailey', 'walker, leia stone', 'just one drop, quinn loftis', 'prince of wolves, quinn loftis', 'hope(less), melissa haag', 'quicksilver, claudy conn', 'claimed, k.r. smith', 'blood rites, quinn loftis']"
1432,"[""on the bright side, i'm now the girlfriend of a sex god, louise rennison"", 'away laughing on a fast camel, louise rennison', 'party princess, meg cabot', 'sweet sixteen princess, meg cabot', 'trouble is a friend of mine, stephanie tromly', 'then he ate my boy entrancers, louise rennison', 'angus, thongs and full-frontal snogging, louise rennison', 'a shore thing, nicole ""snooki"" polizzi', 'withering tights, louise rennison', 'model misfit, holly smale', 'i love you, beth cooper, larry doyle', 'confessions of a triple shot betty, jody gehrman', 'geek girl, holly smale', 'feeling sorry for celia, jaclyn moriarty', 'girl, 15, charming but insane, sue limb', 'bad kitty, michele jaffe', 'startled by his furry shorts, louise rennison', 'dancing in my nuddy-pants, louise rennison', 'penelope, rebecca harrington', 'knocked out by my nunga-nungas, louise rennison', 'love is a many trousered thing, louise rennison', 'charmed thirds, megan mccafferty', 'the boy book, e. lockhart', 'be more chill, ned vizzini', 'valentine princess, meg cabot', 'are these my basoomas i see before me?, louise rennison', 'the princess present, meg cabot']"
1433,"['the many lives of mama love, lara love hardin', 'picking cotton, jennifer thompson-cannino', 'the map thief, michael blanding', 'memorial drive, natasha trethewey', 'where children run, karen emilson', 'truevine, beth macy', 'a rip in heaven, jeanine cummins', 'the trauma cleaner, sarah krasnostein', ""where there's hope, elizabeth smart"", ""a mother's reckoning, sue klebold"", 'spilled milk, k.l. randis']"
1434,"['the magic school bus plants seeds, bruce degen', 'inside the human body, joanna cole', 'the magic school bus has a heart, anne capeci', 'the magic school bus inside ralphie, joanna cole', 'coronavirus, elizabeth jenner']"
1435,"['introducing camus, david zane mairowitz', 'the arab of the future, riad sattouf', 'lennon, david foenkinos', ""l'arabe du futur , riad sattouf"", 'persepolis, volume 4, marjane satrapi', 'persepolis, volume 3, marjane satrapi', ""l'arabe du futur 3 , riad sattouf"", ""l'arabe du futur 2 , riad sattouf""]"
1436,"['pilots choice, sharon lee', 'dragon in exile, sharon lee', 'orphan star, alan dean foster', ""foundation's triumph, david brin"", 'lockstep, karl schroeder', 'refugee, piers anthony', 'inversions, iain m. banks', 'partners in necessity, sharon lee', 'red thunder, john varley', 'space cadet, robert a. heinlein', 'neogenesis, sharon lee', 'against a dark background, iain m. banks', 'saltation, sharon lee', 'the stainless steel rat goes to hell, harry harrison', 'polaris, jack mcdevitt', 'foundation and chaos, greg bear', 'the invaders plan, l. ron hubbard']"
1437,"['the millionaire next door, thomas j. stanley', ""dave ramsey's complete guide to money, dave ramsey"", 'the simple path to wealth, j.l. collins', 'smart money smart kids, dave ramsey', ""a beginner's guide to investing, alex h. frey"", 'millionaire teacher, andrew hallam', 'the wealthy barber, david chilton', 'your money or your life, joe dominguez', 'a few lessons for investors and managers from warren buffett, peter bevelin', ""the only investment guide you'll ever need, andrew tobias"", 'the dhandho investor, mohnish pabrai', 'the intelligent investor, benjamin graham', 'how to retire the cheapskate way, jeff yeager', 'financial peace revisited, dave ramsey', 'why we want you to be rich, donald j. trump', 'do more, spend less, brad wilson']"
1438,"['when angels fall, meagan mckinney']"
1439,"['parker pyne investigates, agatha christie', ""miss marple's final cases, agatha christie"", 'the labours of hercules, agatha christie', 'hercule poirot and the greenshore folly, agatha christie']"
1440,"['my fair gentleman, nancy campbell allen', 'marrying the captain, carla kelly', 'the devil earl, deborah simmons', 'for love of the duke, christi caldwell', ""england's perfect hero, suzanne enoch"", 'when the rogue returns, sabrina jeffries', 'one night with you, sophie jordan', 'for love or honor, sarah m. eden', 'along came a duke, elizabeth boyle', 'to wed a wicked earl, olivia parker', 'lord of ice, gaelen foley', 'the rake, mary jo putney', 'accidentally compromising the duke, stacy reid', 'the duke, gaelen foley', 'what the duke desires, sabrina jeffries', 'the duke of danger, darcy burke', 'the spy, celeste bradley', 'to bed a beauty, nicole jordan', 'a fine gentleman, sarah m. eden', 'the lady risks all, stephanie laurens', 'friends and foes, sarah m. eden', 'a partridge in a pear tree, amanda mccabe', 'four nights with the duke, eloisa james', 'penelope, anya wylde', 'the earl claims a bride, amelia grey', 'what i did for a duke, julie anne long', 'drops of gold, sarah m. eden', 'imprudent lady, joan smith', ""lord carew's bride, mary balogh"", 'seeking persephone, sarah m. eden', 'the kiss of a stranger, sarah m. eden', 'courting miss lancaster, sarah m. eden', 'never dare a duke, gayle callen', 'she tempts the duke, lorraine heath', ""london's perfect scoundrel, suzanne enoch"", 'romancing daphne, sarah m. eden', 'the lady flees her lord, michele ann young', 'the hellion and the heartbreaker, jennifer mcnare', 'wicked delights of a bridal bed, tracy anne warren', 'like no other lover, julie anne long', 'the charmer, celeste bradley', 'dancing with the duke, suzanna medeiros', 'never a gentleman, eileen dreyer', 'the school for heiresses, sabrina jeffries', 'the devil takes a bride, julia london', 'scandal, carolyn jewel', 'if wishes were earls, elizabeth boyle', 'what a wicked earl wants, vicky dreiling', 'una apuesta indecente, emma wildes', ""eleven scandals to start to win a duke's heart, sarah maclean"", 'a compromised lady, elizabeth rolls', 'irresistible, mary balogh']"
1441,"['young love murder, april brookshire', 'loving summer, kailin gow']"
1442,"['kirinyaga, mike resnick']"
1443,"['the list, siobhan vivian', 'the big crunch, pete hautman', 'love? maybe., heather hepler', 'the princesses of iowa, m. molly backes', 'memoirs of a teenage amnesiac, gabrielle zevin', 'my life in black and white, natasha friend', 'in real life, lawrence tabak', 'the beautiful between, alyssa b. sheinmel']"
1444,"['buddha, vol. 4, osamu tezuka', 'buddha, vol. 2, osamu tezuka', 'buddha, vol. 7, osamu tezuka', 'buddha, vol. 8, osamu tezuka', 'buddha, vol. 6, osamu tezuka', 'buddha, vol. 3, osamu tezuka']"
1445,"['walking the himalayas, levison wood', 'learning to bow, bruce feiler', 'lost on planet china, j. maarten troost']"
1446,"['bloodmoney, david ignatius', 'the gray man, mark greaney', 'the bourne trilogy, robert ludlum', 'on target, mark greaney', 'hidden order, brad thor', 'the prisoner, alex berenson', 'ballistic, mark greaney', 'graveyard of memories, barry eisler', 'the shadow patrol, alex berenson', 'enemy of mine, brad taylor', 'use of force, brad thor', 'the night ranger, alex berenson', 'the deceivers, alex berenson', 'foreign agent, brad thor', 'the silent man, alex berenson', 'the ghost war, alex berenson', 'american assassin, vince flynn', 'the kill list, frederick forsyth']"
1447,"['lawn boy, gary paulsen', 'can adults become human?, jim benton', 'the last straw, jeff kinney', 'the terrible two, mac barnett', 'anastasia again!, lois lowry', 'joey pigza swallowed the key, jack gantos', 'the worst years of my life, james patterson', 'ramona the pest, beverly cleary', 'my life as a book, janet tashjian', 'anastasia krupnik, lois lowry', 'no more dead dogs, gordon korman', 'middle school, james patterson', 'the homework machine, dan gutman', 'home alone 2, todd strasser', 'the unteachables, gordon korman', 'fudge-a-mania, judy blume', 'the long haul, jeff kinney', 'cabin fever, jeff kinney', 'the strange case of origami yoda, tom angleberger', 'rodrick rules, jeff kinney', 'freckle juice, judy blume', 'save rafe!, james patterson', 'darth paper strikes back, tom angleberger', 'everything on a waffle, polly horvath', 'schooled, gordon korman', 'rodrick yang semena-mena, jeff kinney', 'diary of a wimpy kid, jeff kinney', 'double fudge, judy blume', 'frindle, andrew clements', 'usaha terakhir, jeff kinney']"
1448,"['practical paleo, diane sanfilippo', 'eating on the wild side, jo robinson', 'the happy herbivore cookbook, lindsay s. nixon', 'the skinnytaste cookbook, gina homolka', 'nourishing traditions, sally fallon morell', 'deceptively delicious, jessica seinfeld', 'super natural every day, heidi swanson', 'it starts with food, dallas hartwig', 'cook this, not that!, david zinczenko', 'the best life diet, bob greene', 'against all grain, danielle walker']"
1449,"['kiss the morning star, elissa janine hoole']"
1450,"['never have i ever, katie heaney']"
1451,"['the red badge of courage and selected short fiction, stephen crane', 'return to paradise, james a. michener', 'the things they carried, tim o’brien', 'address unknown, kathrine kressmann taylor', 'tales of the south pacific, james a. michener']"
1452,"['atomic habits, james clear', 'overwhelmed, brigid schulte', 'the 4-hour workweek, timothy ferriss', 'no excuses!, brian tracy', 'rest, alex soojung-kim pang', ""it's not how good you are, it's how good you want to be, paul arden"", 'the defining decade, meg jay', 'focal point, brian tracy', 'deep work, cal newport', 'turning pro, steven pressfield', ""so good they can't ignore you, cal newport"", 'smarter faster better, charles duhigg', '100 ways to motivate yourself, steve chandler', 'start., jon acuff', 'what the most successful people do before breakfast, laura vanderkam', '168 hours, laura vanderkam', 'do the work, steven pressfield', 'born for this, chris guillebeau', 'i know how she does it, laura vanderkam', 'anything you want, derek sivers', 'smartcuts, shane snow', 'indistractable, nir eyal', 'triggers, marshall goldsmith', 'the small big, steve j. martin', 'the 5 elements of effective thinking, edward b. burger', 'how to fail at almost everything and still win big, scott adams', 'building a second brain, tiago forte', 'the compound effect, darren hardy', 'manage your day-to-day, jocelyn k. glei', 'the achievement habit, bernard roth', 'the now habit, neil a. fiore', 'the 80/20 principle, richard koch', 'the 10x rule, grant cardone', 'feel-good productivity, ali abdaal', 'the first 20 hours, josh kaufman', 'fascinate, sally hogshead', 'finish, jon acuff', 'the power of habit, charles duhigg', 'getting things done, david allen', 'the 12 week year, brian p. moran']"
1453,"['great maria, cecelia holland', 'the second duchess, elizabeth loupas', 'his last duchess, gabrielle kimm', 'empress of the seven hills, kate quinn']"
1454,"['come closer, sara gran', 'the apartment, s.l. grey', 'the resort, bentley little', 'the hollow ones, guillermo del toro', 'kill creek, scott thomas', 'the house next door, darcy coates', 'the twisted ones, t. kingfisher', 'the sleep room, f.r. tallis', 'the handyman, bentley little', 'how to sell a haunted house, grady hendrix', 'full wolf moon, lincoln child', 'the carrow haunt, darcy coates', 'the catacombs, jeremy bates', 'the book of accidents, chuck wendig', 'fellside, m.r. carey', 'incidents around the house, josh malerman', 'the bird eater, ania ahlborn', 'a head full of ghosts, paul tremblay', 'slade house, david mitchell', 'diavola, jennifer marie thorne', 'the shuddering, ania ahlborn', 'later, stephen king', 'the september house, carissa orlando']"
1455,"['the life of elizabeth i, alison weir', 'summer of blood, dan jones', 'aristocrats, stella tillyard', 'the hollow crown, dan jones', 'london, peter ackroyd', 'lionheart and lackland, frank mclynn', 'life in a medieval village, frances gies', ""the time traveller's guide to medieval england, ian mortimer"", 'samuel pepys, claire tomalin', 'the sisters who would be queen, leanda de lisle', 'the first queen of england, linda porter', 'the wives of henry viii, antonia fraser', 'queen isabella, alison weir', 'blood sisters, sarah gristwood', 'lady almina and the real downton abbey, fiona carnarvon', 'elizabeth, david starkey', 'queens consort, lisa hilton', 'a great and terrible king, marc morris', 'princesses, flora fraser', 'the plantagenets, dan jones', 'royal blood, bertram fields', 'the greatest knight, thomas asbridge', 'catherine of aragon, giles tremlett', 'the wars of the roses, alison weir', 'the princes in the tower, alison weir', 'queen victoria, christopher hibbert', 'katherine swynford, alison weir', 'mary boleyn, alison weir', 'she-wolves, helen castor', 'elizabeth i, anne somerset', 'georgiana, amanda foreman', 'elizabeth and mary, jane dunn', 'eleanor of aquitaine, alison weir', 'the lady in the tower, alison weir']"
1456,"['death of a glutton, m.c. beaton', 'saturday the rabbi went hungry, harry kemelman', ""devil's breath, g.m. malliet"", 'the postman always dies twice, zara keane', 'trust, pamela m. kelley', 'agatha raisin and the terrible tourist, m.c. beaton', 'the whole cat and caboodle, sofie ryan', 'the potted gardener, m.c. beaton', 'the inspector and mrs. jeffries, emily brightwell', 'lowcountry book club, susan m. boyer', '5 bodies to die for, stephanie bond', 'death of a hussy, m.c. beaton', 'an official killing, nell goddin', 'death by chocolate lab, bethany blake', 'watching the detectives, julie mulhern', 'paws and effect, sofie kelly', 'death of a prankster, m.c. beaton', 'agatha raisin and the day the floods came, m.c. beaton', 'agatha raisin and the love from hell, m.c. beaton', 'the ghost and mrs. mewer, krista davis', 'plum tea crazy, laura childs', 'reading up a storm, eva gates', 'something borrowed, someone dead, m.c. beaton', 'agatha raisin and the fairies of fryfam, m.c. beaton', 'a spoonful of poison, m.c. beaton', 'the blood of an englishman, m.c. beaton', 'death overdue, allison brook', 'agatha raisin and the murderous marriage, m.c. beaton', 'blackwork, monica ferris', 'the whitstable pearl mystery, julie wassmer', 'sour puss, rita mae brown', ""a midwinter's tail, sofie kelly"", 'last scene alive, charlaine harris', 'by book or by crook, eva gates']"
1457,"['the sometimes daughter, sherri wood emmons', 'rainy day sisters, kate hewitt', 'the prodigal wife, marcia willett', 'last kiss goodnight, teresa driscoll']"
1458,[]
1459,"['the mountain of adventure, enid blyton', 'never say genius, dan gutman', 'the island of dr. libris, chris grabenstein', 'spy camp, stuart gibbs', 'vanished!, james ponti']"
1460,"['take a chance on me, jennifer dawson', 'have my baby, taryn quinn', 'things we never got over, lucy score', 'wild love, elsie silver']"
1461,"['the crossroads of should and must, elle luna', 'what should i do with my life?, po bronson', 'a complaint free world, will bowen', 'very good lives, j.k. rowling', ""don't sweat the small stuff ... and it's all small stuff, richard carlson"", 'the greatest salesman in the world, og mandino']"
1462,"['a new dawn, john jackson miller', 'star wars, tim lebbon', 'twilight company, alexander freed']"
1463,"['a killing frost, john marsden', 'the dead of night, john marsden', 'tomorrow, when the war began, john marsden', 'the dead of the night, john marsden', 'the other side of dawn, john marsden', 'darkness, be my friend, john marsden', 'the night is for hunting, john marsden', 'burning for revenge, john marsden']"
1464,"['on call in hell, richard jadick', 'the pity of war, niall ferguson', 'the finishing school, dick couch', '13 hours, mitchell zuckoff', 'dispatches, michael herr', 'one bullet away, nathaniel fick', 'lone survivor, marcus luttrell', 'black hawk down, mark bowden', 'the long road home, martha raddatz', ""the operator, robert o'neill"", 'house to house, david bellavia', 'poilu, louis barthas', 'no easy day, mark owen', 'war, sebastian junger']"
1465,"['the art of the english murder, lucy worsley', 'wicked beyond belief, michael bilton', 'too young to kill, m. william phelps', 'the midnight assassin, skip hollandsworth', 'death at the priory, james ruddick', 'a rose for her grave and other true cases, ann rule', 'homicide, david simon', ""devil's knot, mara leveritt"", 'the monster of florence, douglas preston', 'dead by sunset, ann rule', 'the frankston murders, vikki petraitis', 'i will find you, joe kenda', 'breaking blue, timothy egan', 'the cases that haunt us, john e. douglas', 'lost girls, robert kolker', 'murder in the yoga store, peter ross range', 'the onion field, joseph wambaugh', 'forensics, val mcdermid', 'the red parts, maggie nelson', 'the stranger beside me, ann rule', 'serial killers, peter vronsky', 'the grim sleeper, christine pelisek', 'the man from the train, bill james', 'the want-ad killer, ann rule', 'portrait of a killer, patricia cornwell', 'in cold blood, truman capote', ""i'll be gone in the dark, michelle mcnamara"", 'the killer of little shepherds, douglas starr', 'a taste for poison, neil bradbury', 'last call, elon green', 'the murder room, michael capuzzo', 'the murder of the century, paul collins', 'a twisted faith, gregg olsen', 'under the bridge, rebecca godfrey', 'the serial killer files, harold schechter', 'the suspicions of mr. whicher, kate summerscale', 'law & disorder, john e. douglas', 'thunderstruck, erik larson', 'after midnight in the garden of good and evil, marilyn j. bardsley', 'framed, john grisham', 'goat castle, karen l. cox', 'death in the air, kate winkler dawson', 'the devil in the white city, erik larson', 'american predator, maureen callahan', 'midnight in peking, paul french', 'green river, running red, ann rule', 'the lost tomb, douglas preston', 'killers of the flower moon, david grann', 'a sangre fría, truman capote', 'american fire, monica hesse']"
