,titles_authors
330,"['ballad of the whiskey robber, julian rubinstein', 'the black hand, chris blatchford', 'the five, hallie rubenhold', 'the run of his life, jeffrey toobin', 'the road to jonestown, jeff guinn', 'mindhunter, john e. douglas', 'helter skelter, vincent bugliosi', 'to kill and kill again, john coston', 'original gangster, frank lucas', 'parkland, dave cullen', 'american kingpin, nick bilton', 'havana nocturne, t.j. english', 'bringing adam home, les standiford', 'under the banner of heaven, jon krakauer', 'furious hours, casey cep', 'rogues, patrick radden keefe', 'butcher, baker, walter gilmour', 'lady killers, tori telfer', 'green river, running red, ann rule', 'columbine, dave cullen', 'bind, torture, kill, roy wenzl', 'the boston stranglers, susan kelly', 'missoula, jon krakauer', 'inside scientology, janet reitman', 'empire of pain, patrick radden keefe', 'say nothing, patrick radden keefe', ""pilgrim's wilderness, tom kizzia"", 'estação carandiru, drauzio varella', 'casino, nicholas pileggi']"
331,"['the long arm of gil hamilton, larry niven', 'minority report and other stories, philip k. dick', 'the draco tavern, larry niven', 'the human division, john scalzi', 'the green hills of earth, robert a. heinlein', 'manhattan in reverse, peter f. hamilton', 'coming attraction, fritz leiber', 'tales of known space, larry niven', 'neutron star, larry niven', 'robot visions, isaac asimov', 'borders of infinity, lois mcmaster bujold', 'venatoris, g.s. jennsen']"
332,"['a splendid exchange, william j. bernstein', 'winner-take-all politics, jacob s. hacker', ""weapons of math destruction, cathy o'neil"", 'the wealth and poverty of nations, david s. landes', 'banker to the poor, muhammad yunus', 'poor economics, abhijit v. banerjee', 'the new media monopoly, ben h. bagdikian', 'age of ambition, evan osnos', 'saving capitalism, robert b. reich', 'narconomics, tom wainwright', 'dark money, jane mayer', 'human action, ludwig von mises', 'platform capitalism, nick srnicek', 'hot, flat, and crowded, thomas l. friedman', 'the ascent of money, niall ferguson', 'the prize, daniel yergin', 'married to the mouse, richard e. foglesong', 'unequal protection, thom hartmann', 'basic economics, thomas sowell', 'the origin of financial crises, george cooper', ""what money can't buy, michael j. sandel"", 'the tycoons, charles r. morris', 'the attention merchants, tim wu', 'the looting machine, tom burgis', 'when china rules the world, martin jacques', 'introducing capitalism, dan cryan', 'end the fed, ron paul', 'the sovereign individual, james dale davidson', 'knowledge and decisions, thomas sowell', 'korea, daniel tudor', 'private empire, steve coll', 'blowout, rachel maddow', 'talking to my daughter about the economy, yanis varoufakis', 'a history of the united states in five crashes, scott nations', 'back to work, bill clinton', 'glass house, brian alexander', 'the worldly philosophers, robert l. heilbroner', 'lords of finance, liaquat ahamed', 'red ink, david wessel', 'who owns the future?, jaron lanier', 'a fine mess, t.r. reid', 'no logo, naomi klein', 'the great stagnation, tyler cowen', 'start-up nation, dan senor', 'the creature from jekyll island, g. edward griffin', 'merchants of doubt, naomi oreskes', 'economic facts and fallacies, thomas sowell', 'griftopia, matt taibbi', 'boomerang, michael lewis', 'business adventures, john brooks', ""and the weak suffer what they must?  europe's crisis and america's economic future, yanis varoufakis"", 'connectography, parag khanna', 'the smartest guys in the room, bethany mclean', 'janesville, amy goldstein', 'king of capital, david carey', 'the hundred-year marathon, michael pillsbury', 'house of cards, william d. cohan', 'the world is flat, thomas l. friedman', 'the party, richard mcgregor', 'the master switch, tim wu', 'flash boys, michael lewis', 'the shock doctrine, naomi klein', 'the entrepreneurial state, mariana mazzucato', 'barbarians at the gate, bryan burrough', 'too big to fail, andrew ross sorkin', 'how asia works, joe studwell', 'young money, kevin roose', 'a little history of economics, niall kishtainy', 'bait and switch, barbara ehrenreich']"
333,"['dark edge of honor, aleksandr voinov']"
334,"['pol pot, philip short', 'chasing the flame, samantha power', 'the gathering storm, winston s. churchill', 'hitler, ian kershaw', 'hotel florida, amanda vaill', 'east west street, philippe sands', 'the brothers, stephen kinzer', 'che guevara, jon lee anderson', 'in the footsteps of mr. kurtz, michela wrong', 'where men win glory, jon krakauer', 'plan of attack, bob woodward']"
335,"['the skein of lament, chris wooding', 'deadhouse gates, steven erikson', 'night of knives, ian c. esslemont', 'unholy war, david hair', 'house of chains, steven erikson', 'heirs of the blade, adrian tchaikovsky', 'the dread wyrm, miles cameron', 'the palace of impossible dreams, jennifer fallon', 'rhythm of war, brandon sanderson', 'blood of the mantis, adrian tchaikovsky', 'memories of ice, steven erikson', ""ascendant's rite, david hair"", 'the air war, adrian tchaikovsky', 'the scarlet tides, david hair', ""the tyrant's law, daniel abraham"", ""reaper's gale, steven erikson"", 'the burning white, brent weeks', 'orb sceptre throne, ian c. esslemont']"
336,"['witch is when life got complicated, adele abbott', 'witch is when it all began, adele abbott', 'witch slapped, danielle garrett', 'witch way home, danielle garrett', 'a spell of trouble, leighann dobbs', ""murder's a witch, danielle garrett"", 'a cast-off coven, juliet blackwell', 'opal fire, barbra annino', 'twice the witch, danielle garrett', 'wicked times, lily harper hart', 'every witch way but wicked, amanda m. lee', 'the trouble with witches, amanda m. lee', 'bloodstone, barbra annino', 'bewitched, bothered, and biscotti, bailey cates', 'a tale of (two) 3 witches, barbra annino', 'seashells, spells & caramels, erin johnson', 'potions and pastries, bailey cates', 'miss spelled, morgana best', 'witching on a star, amanda m. lee', 'magic and macaroons, bailey cates', 'wisteria witches, angela pepper', ""tiger's eye, barbra annino"", 'witch me luck, amanda m. lee', 'dark, witch & creamy, h.y. hanna', 'charms and chocolate chips, bailey cates', 'black arts, tarts & gypsy carts, erin johnson', 'curse the day, annabel chase', 'pecan pies and homicides, ellery adams', 'some enchanted éclair, bailey cates', 'brownies and broomsticks, bailey cates', 'witching you were here, amanda m. lee', 'magic & murder, annabel chase', 'magic & mystery, annabel chase', 'murder most witchy, amanda m. lee']"
337,"['on the edge, brittney sahin', 'true love and other disasters, rachel gibson', 'hot property, carly phillips', 'worth the drive, mara jacobs', 'any man of mine, rachel gibson', 'just this once, rosalind james', 'natural born charmer, susan elizabeth phillips', 'taming mad max, theresa ragan', 'this heart of mine, susan elizabeth phillips', 'see jane score, rachel gibson', 'body check, deirdre martin', 'slow heat, jill shalvis', 'hot item, carly phillips', ""the trouble with valentine's day, rachel gibson"", ""nobody's baby but mine, susan elizabeth phillips"", 'it had to be you, susan elizabeth phillips', 'warning track, meghan quinn', 'dream a little dream, susan elizabeth phillips', 'jump!, jilly cooper', 'icebreaker, deirdre martin', 'heaven, texas, susan elizabeth phillips', 'hot stuff, carly phillips', 'total rush, deirdre martin', 'hot number, carly phillips', 'first star i see tonight, susan elizabeth phillips', 'match me if you can, susan elizabeth phillips', 'just good friends, rosalind james', 'nothing but trouble, rachel gibson']"
338,"['slammed, colleen hoover', 'again, but better, christine riccio', 'stealing grace, shelly crane', 'the fall up, aly martinez', 'you were mine, abbi glines', 'the edge of never, j.a. redmerski', 'beautiful innocence, kelly mooney', 'the law of moses, amy harmon', 'cracked kingdom, erin watt', 'before, anna todd', 'phoenix, autumn reed', 'perfect chemistry, simone elkeles', 'reason to breathe, rebecca donovan', 'the final piece, maggi myers', 'finders keepers, nicole williams', 'broken silence, natasha preston', 'like a memory, abbi glines', 'breaking rules, tracie puckett', 'pretty pink ribbons, k.l. grayson', 'falling fast, sophie mckenzie', 'after we fell, anna todd', 'blue wide sky, inglath cooper', 'after truth, anna todd', 'nowhere but here, katie mcgarry', 'one pink line, dina silver', 'after we collided, anna todd', 'watch over me, tara sivec', 'the edge of always, j.a. redmerski', 'something like normal, trish doller', 'maybe someday, colleen hoover', 'love always, kate, d. nichole king', 'after love, anna todd', 'making faces, amy harmon', 'beautiful oblivion, jamie mcguire', ""when it's real, erin watt"", 'yolk, mary h.k. choi', ""this time it's real, ann liang"", 'forged in flames, ivy smoak', 'before us, anna todd', 'freefall, tess oliver', 'beautiful redemption, jamie mcguire', 'counting down with you, tashie bhuiyan', 'the sea of tranquility, katja millay', 'finding cinderella, colleen hoover', 'hopeless, colleen hoover', 'did i mention i miss you?, estelle maskame']"
339,"['anchor in the storm, sarah sundin', 'for love and honor, jody hedlund', 'dawn at emberwilde, sarah e. ladd', 'full steam ahead, karen witemeyer', 'to win her heart, karen witemeyer', 'wooing the schoolmarm, dorothy clark', 'out of control, mary connealy', 'no other will do, karen witemeyer', 'the dancing master, julie klassen', 'stealing the preacher, karen witemeyer', ""the tutor's daughter, julie klassen"", 'the unveiling, tamara leigh', 'a tailor-made bride, karen witemeyer', 'a worthy pursuit, karen witemeyer', 'the kindling, tamara leigh', 'the yielding, tamara leigh', 'circle of spies, roseanna m. white']"
340,"['red at the bone, jacqueline woodson', 'ask again, yes, mary beth keane', 'never coming back, alison mcghee', 'the female persuasion, meg wolitzer', 'perfect little world, kevin wilson', 'the glass hotel, emily st. john mandel', 'mrs., caitlin macy', 'border songs, jim lynch', 'the gap of time, jeanette winterson', ""noah's compass, anne tyler"", 'honor, thrity umrigar', 'a man called ove, fredrik backman', 'and every morning the way home gets longer and longer, fredrik backman', 'the celebrants, steven rowley', 'infinite country, patricia engel', 'maame, jessica george', 'beartown, fredrik backman', 'swimming lessons, claire fuller', 'gold, chris cleave', 'the leavers, lisa ko', 'shelter, jung yun', 'my dark vanessa, kate elizabeth russell', 'one two three, laurie frankel', 'such a fun age, kiley reid', ""you think it, i'll say it, curtis sittenfeld"", 'evil eye, etaf rum', 'trajectory, richard russo', 'you be mother, meg mason', 'um homem chamado ove, fredrik backman', 'the animators, kayla rae whitaker', ""show don't tell, curtis sittenfeld"", 'britt-marie was here, fredrik backman']"
341,"['pilots choice, sharon lee', 'destiny lost, m.d. cooper', 'cradle, arthur c. clarke', 'starman jones, robert a. heinlein', 'the rolling stones, robert a. heinlein', 'farmer in the sky, robert a. heinlein', ""foundation's triumph, david brin"", 'orbit, john j. nance', 'the martian, andy weir', 'dark sky, mike brooks', 'deathworld 2, harry harrison', 'space cadet, robert a. heinlein', ""captain's share, nathan lowell"", 'neogenesis, sharon lee', 'eon, greg bear', 'dark space, jasper t. scott', 'der marsianer, andy weir', 'marsjanin, andy weir', 'polaris, jack mcdevitt', 'full share, nathan lowell']"
342,"['more than memories, n.e. henderson', 'the lie, karina halle', 'written in the scars, adriana locke', 'savor you, kristen proby', 'say you want me, corinne michaels', 'ghost, daphne loveling', 'the clover chapel, devney perry', 'the other brother, meghan quinn', 'sacrifice, adriana locke', 'boomerangers, heather m. orgeron', ""say you'll be mine, maria luis"", 'wicked beautiful, j.t. geissinger', ""say you'll stay, corinne michaels"", 'up for heir, ruth cardello', '10 years later, j. sterling', 'lost love, kelly elliott', 'the time in between, kristen ashley', 'easy fortune, kristen proby', 'fiancé on paper, nicole snow', 'sweet cheeks, k. bromberg', 'dare to rock, carly phillips', 'walk through fire, kristen ashley', ""say i'm yours, corinne michaels"", 'he loves me...knot, r.c. boldt', 'this heart of mine, brenda novak', 'steadfast, sarina bowen', 'mack daddy, penelope ward', 'some sort of love, melanie harlow', 'sweet sinful nights, lauren blakely', 'worth it, s.m. shade']"
343,"['endless summer, jennifer echols', 'swept away, michelle dalton', 'the boyfriend thief, shana norris', 'snowed in, rachel hawthorne', 'other words for love, lorraine zago rosenthal', 'the trouble with flirting, claire lazebnik', 'effortless with you, lizzy charles', 'sixteenth summer, michelle dalton', 'open road summer, emery lord', 'unbreak my heart, melissa c. walker', 'proof of forever, lexa hillyer', 'lipstick apology, jennifer jabaley', 'through to you, lauren barnholdt', 'fifteenth summer, michelle dalton', 'the lake effect, erin mccahan', 'twenty boy summer, sarah ockler', 'how my summer went up in flames, jennifer salvato doktorski', 'otra vez tú, alice kellen', 'jersey angel, beth ann bauman', 'breathing, cheryl renee herbsman']"
344,"['charm & strange, stephanie kuehn', 'kids of appetite, david arnold', 'silence, natasha preston', 'stolen, lucy christopher', 'where it began, ann redisch stampler', 'fall for anything, courtney summers', 'the apple tart of hope, sarah moore fitzgerald', 'imprints, rachel ann nunes', 'to catch a cheat, varian johnson', 'the cresswell plot, eliza wass', 'the hundred lies of lizzie lovett, chelsea sedoti', 'you know what you have to do, bonnie shimko', 'need, joelle charbonneau', 'deadly cool, gemma halliday', 'torn, cat clarke', 'amelia anne is dead and gone, kat rosenfield', 'girl, stolen, april henry', 'antisocial, jillian blake', 'one moment, kristina mcbride', 'the inheritance games, jennifer lynn barnes', 'the secrets we keep, trisha leaver', 'cracked up to be, courtney summers', 'the betrayal of natalie hargrove, lauren kate', 'social suicide, gemma halliday', 'rites of passage, joy n. hensley', 'trouble makes a comeback, stephanie tromly', 'the secret diamond sisters, michelle madow', 'even in paradise, chelsey philpot', 'this is where the world ends, amy zhang', 'adventures in funeral crashing, milda harris', 'the tragedy paper, elizabeth laban', 'pointe, brandy colbert', 'remember me always, renee collins', 'der märchenerzähler, antonia michaelis', 'the rules for disappearing, ashley elston', 'panic, lauren oliver', 'playlist for the dead, michelle falkoff', 'on the jellicoe road, melina marchetta']"
345,"['the sea watch, adrian tchaikovsky', ""war master's gate, adrian tchaikovsky"", 'empire in black and gold, adrian tchaikovsky', 'the scarab path, adrian tchaikovsky', 'salute the dark, adrian tchaikovsky']"
346,"['a terrible beauty, graham masterton', 'little bones, sam blake', 'a man with one of those faces, caimh mcdonnell', 'the silver swan, benjamin black', ""in the morning i'll be gone, adrian mckinty"", 'the cold cold ground, adrian mckinty', 'death at whitewater church, andrea carter', 'the ghosts of belfast, stuart neville', 'holding, graham norton']"
347,"['lots of candles, plenty of cake, anna quindlen', 'the day diana died, christopher andersen', 'a long way home, saroo brierley', 'north of normal, cea sunrise person', 'the many lives of mama love, lara love hardin', 'rocket boys, homer hickam', 'the blind side, michael lewis', 'wanderlust, elisabeth eaves', 'empty mansions, bill dedman', 'the short and tragic life of robert peace, jeff hobbs', 'be ready when the luck happens, ina garten', 'a river in darkness, masaji ishikawa', 'the invisible wall, harry bernstein', 'lion, saroo brierley', 'where the wind leads, vinh chung', 'the sound of gravel, ruth wariner', 'farewell to the east end, jennifer worth', ""let's roll!, lisa beamer"", 'the monk of mokha, dave eggers', 'a long way gone, ishmael beah', 'bunny mellon, meryl gordon', 'flat broke with two goats, jennifer mcgaha', 'elsewhere, richard russo', 'an invisible thread, laura schroff', ""somebody's daughter, ashley c. ford"", 'prisoner of tehran, marina nemat', 'in order to live, yeonmi park', 'rin tin tin, susan orlean', ""i'm proud of you, tim madigan"", 'once upon a secret, mimi alford', 'my life on the road, gloria steinem', 'truth & beauty, ann patchett', ""i am, i am, i am, maggie o'farrell"", 'all you can ever know, nicole chung', 'the end of your life book club, will schwalbe', 'escape from camp 14, blaine harden', 'maid, stephanie land', 'the midwife, jennifer worth', 'etched in sand, regina calcaterra', 'the last act of love, cathy rentzenbrink', 'our revolution, bernie sanders', 'wandering in strange lands, morgan jerkins', 'love warrior, glennon doyle melton', 'believer, david axelrod', 'the rules do not apply, ariel levy', 'married to a bedouin, marguerite van geldermalsen', 'happiness, heather harpham', 'shadows of the workhouse, jennifer worth', 'gertrude bell, georgina howell', 'leonard, william shatner', 'taste, stanley tucci', 'the dressmaker of khair khana, gayle tzemach lemmon', 'the song poet, kao kalia yang', 'half broke horses, jeannette walls', 'the return, hisham matar', 'crying in h mart, michelle zauner', 'call the midwife, jennifer worth', 'catch a fire, timothy white', 'driving miss norma, tim bauerschmidt', 'the man who could move clouds, ingrid rojas contreras', 'girls like us, sheila weller', ""galileo's daughter, dava sobel"", 'october sky, homer hickam', 'prairie fires, caroline fraser', 'heavier than heaven, charles r. cross', 'meet me in the bathroom, lizzy goodman', 'john lennon, philip norman', ""vous n'aurez pas ma haine, antoine leiris"", 'a curious man, neal thompson', 'beautiful country, qian julie wang', 'dearie, bob spitz', 'glitter and glue, kelly corrigan', 'with or without you, domenica ruta', 'the good neighbor, maxwell king', 'ghost, fred burton', 'ma’am darling, craig brown', 'wave, sonali deraniyagala', 'stay true, hua hsu', 'beautiful boy, david sheff', 'between two kingdoms, suleika jaouad']"
348,"['when it rains, lisa de jong', 'relentless, cassia leo', 'the mason list, s.d. hendrickson', 'as she fades, abbi glines', 'the destiny of violet & luke, jessica sorensen', 'brutal precious, sara wolf', 'crush, nicole williams', 'lengths, steph campbell', 'never forget, emma hart', 'second chance boyfriend, monica murphy', 'the trouble with goodbye, sarra cannon', 'clash, nicole williams', 'left drowning, jessica park', 'holding on, emma hart', 'forever & always, jasinda wilder', 'the resolution of callie & kayden, jessica sorensen', 'documentary, a.j. sand', 'the coincidence of callie & kayden, jessica sorensen', 'love and skate, lila felix', 'frigid, j. lynn', 'the harder i fall, jessica gibson', 'elite, rachel van dyken', 'falling under, jasinda wilder', 'just for now, abbi glines', 'the temptation of lila and ethan, jessica sorensen', 'thoughtless, s.c. stephens', 'callum & harper, fisher amelie', 'just remember to breathe, charles sheehan-miles', 'hard to resist, shanora williams', 'ruin, rachel van dyken', 'here without you, tammara webber', 'tarnished crown, erin watt', 'flat-out celeste, jessica park', 'begin again, mona kasten', 'the ever after of ella and micha, jessica sorensen', 'bet in the dark, rachel higginson', 'switched, cassie mae', 'because of low, abbi glines', 'unbreakable, rebecca shea', 'a song for julia, charles sheehan-miles', 'the hazards of skinny dipping, alyssa rose ivy', 'wait for you, j. lynn', 'out of breath, rebecca donovan', 'three broken promises, monica murphy', 'fallen crest christmas, tijan*', 'breaking nova, jessica sorensen', 'beautiful disaster, jamie mcguire', 'perfect opposite, zoya tessi', 'reclaiming the sand, a. meredith walters', 'rival, penelope douglas', 'a beautiful wedding, jamie mcguire', 'the secret of ella and micha, jessica sorensen', 'fall to pieces, chloe walsh', 'flat-out matt, jessica park', 'sometimes it lasts, abbi glines', 'after passion, anna todd', 'en mil pedazos, anna todd', 'while it lasts, abbi glines', 'misbehaving, abbi glines', 'effortless, s.c. stephens', 'chasing red, isabelle ronin', 'losing it, cora carmack', 'fallen crest university, tijan*', 'unbroken, melody grace', 'the forever of ella and micha, jessica sorensen', 'after forever, anna todd']"
349,"['the madonnas of leningrad, debra dean', 'the kitchen boy, robert alexander', 'the winter palace, eva stachniak', 'the secrets we kept, lara prescott', 'lost roses, martha hall kelly']"
350,"['i want you back, thayer king', 'by grand central station i sat down and wept, elizabeth smart', 'the wheels of chance, h.g. wells', 'the missed call, sidharth oberoi', 'the forty rules of love, elif shafak', 'your dreams are mine now, ravinder singh', 'can love happen twice?, ravinder singh', 'everyone has a story, savi sharma', 'the unsung hero, melur jelita', 'andai itu takdirnya, siti rosmizah', 'bumi cinta, habiburrahman el-shirazy', 'candy, luke davies', 'di atas sajadah cinta, habiburrahman el-shirazy', '18% сиво, zachary karabashliev', 'non ti muovere, margaret mazzantini', 'love, lies & high heels, debby conrad', 'kisah sang penandai, tere liye', 'ketika cinta bertasbih, habiburrahman el-shirazy', 'mala onda, alberto fuguet', 'seashell season, holly chamberlin', 'the four bad boys and me, blue_maiden*', 'the mourning after, rochelle b. weinstein', 'christmas at the inn, andrea twombly', 'o prenúncio das águas, rosa lobato de faria', 'm.a.i.d., suri ryana', 'one more river to cross, essie summers', 'vain, deborah bladon', 'emma, alexander mccall smith', 'umut, zeynep sey', 'the other man, nancy adams', 'courting catherine, nora roberts']"
351,"['brighton beach memoirs, neil simon', ""long day’s journey into night, eugene o'neill"", 'the merchant of venice, william shakespeare', 'fool for love, sam shepard', 'the glass menagerie, tennessee williams', 'uncle vanya, anton chekhov', 'doctor faustus, christopher marlowe', 'she stoops to conquer, oliver goldsmith', 'under milk wood, dylan thomas', 'west side story, irving shulman', 'the phantom of the opera, andrew lloyd webber', ""one flew over the cuckoo's nest , dale wasserman"", 'into the woods, stephen sondheim', 'death of a salesman, arthur miller', ""shakespeare's romeo and juliet, michael rosen"", 'sweeney todd, stephen sondheim', 'the complete phantom of the opera, george c. perry', 'happy days, samuel beckett', 'the three sisters, anton chekhov', 'king john, william shakespeare', ""all's well that ends well, william shakespeare"", 'endgame, samuel beckett', 'the importance of being earnest and four other plays, oscar wilde', 'american buffalo, david mamet', 'the oresteia, aeschylus', 'noises off, michael frayn', 'tamburlaine, christopher marlowe', 'the father, august strindberg', 'the importance of being earnest, oscar wilde', 'the master builder, henrik ibsen', 'coriolanus, william shakespeare', 'richard ii, william shakespeare', 'troilus and cressida, william shakespeare', 'the comedy of errors, william shakespeare', 'ghosts, henrik ibsen', 'othello, william shakespeare', 'lady windermere’s fan, oscar wilde', ""the winter's tale, william shakespeare"", 'six characters in search of an author, luigi pirandello', 'the cherry orchard, anton chekhov', 'waiting for godot, samuel beckett', 'cymbeline, william shakespeare', 'the caucasian chalk circle, bertolt brecht', 'oedipus at colonus, sophocles', 'angels in america, tony kushner', 'the school for scandal, richard brinsley sheridan', 'the complete works, william shakespeare', 'king lear, william shakespeare', 'the compleat works of wllm shkspr, reduced shakespeare company', 'a woman of no importance, oscar wilde', 'cyrano de bergerac, edmond rostand', 'four major plays, henrik ibsen', 'suddenly last summer, tennessee williams', 'a few good men, aaron sorkin', 'the bacchae, euripides', 'salomé, oscar wilde', 'the wild duck, henrik ibsen', 'the libation bearers, aeschylus', 'hamlet, kenneth branagh', 'the real inspector hound and other plays, tom stoppard', 'the cocktail party, t.s. eliot', 'the threepenny opera, bertolt brecht', 'the merry wives of windsor, william shakespeare', 'the two gentlemen of verona, william shakespeare', 'all for love, john dryden', 'four great tragedies, william shakespeare']"
352,"['the bourbon thief, tiffany reisz', 'haven lake, holly robinson']"
353,"['this shattered world, amie kaufman', 'the forgetting, sharon cameron', 'starflight, melissa landers', 'the black key, amy ewing', 'the gender secret, bella forrest', 'rebellion, kass morgan', 'the treatment, suzanne young', 'requiem, lauren oliver', 'the knowing, sharon cameron', 'a thousand pieces of you, claudia gray', 'der schwarze schlüssel, amy ewing', 'flawed, cecelia ahern', ""king's cage, victoria aveyard"", 'plus one, elizabeth fama', 'the one, kiera cass', 'uninvited, sophie jordan', 'reached, ally condie', 'the crown, kiera cass', 'winter, marissa meyer', 'atlantia, ally condie', 'perfect, cecelia ahern', 'rise of fire, sophie jordan', 'this is not the end, chandler baker', 'once we were, kat zhang', 'this mortal coil, emily suvada', 'the gender lie, bella forrest', 'an ember in the ashes, sabaa tahir', 'everlife, gena showalter', 'the maze runner and the scorch trials, james dashner', 'the dazzling heights, katharine mcgee', 'the gender game, bella forrest', 'the hidden masters of marandur, jack campbell', 'escape to eden, rachel mcclellan', 'warcross, marie lu', 'vortex, s.j. kincaid', 'obsidio, amie kaufman', 'the fates divide, veronica roth', 'the empress, s.j. kincaid', 'goldener käfig, victoria aveyard', 'scythe, neal shusterman', 'ten thousand skies above you, claudia gray', 'the belles, dhonielle clayton', 'empress of a thousand skies, rhoda belleza', 'cruel crown, victoria aveyard', 'war storm, victoria aveyard', 'the toll, neal shusterman', 'brave new girl, rachel vincent', 'la sélection, kiera cass', 'aurora rising, amie kaufman', 'grace and fury, tracy banghart', 'a herdeira, kiera cass', 'rebel, marie lu', 'the elite, kiera cass', 'elita, kiera cass', 'selection, kiera cass', 'the heir, kiera cass', 'eine liebe aus samt, valentina fast', 'la elegida, kiera cass', 'kosiarze, neal shusterman', 'die kronprinzessin, kiera cass', 'a million worlds with you, claudia gray', 'gemina, amie kaufman', 'la élite, kiera cass', ""promised, caragh m. o'brien"", 'die elite, kiera cass', 'the girl who dared to stand, bella forrest', 'pandemonium, lauren oliver', 'a seleção, kiera cass', 'the epidemic, suzanne young', 'the ballad of songbirds and snakes, suzanne collins', 'wildcard, marie lu', 'entre dos mundos, gennifer albin', 'the remedy, suzanne young', 'the white rose, amy ewing', 'a escolha, kiera cass', 'die weiße rose, amy ewing', 'la selección, kiera cass', 'o ceifador, neal shusterman', 'de selectie, kiera cass', 'jedyna, kiera cass', 'thunderhead, neal shusterman', 'their fractured light, amie kaufman', 'the towering sky, katharine mcgee']"
354,"['the bitter kingdom, rae carson', ""trickster's queen, tamora pierce"", 'traitor to the throne, alwyn hamilton', 'song of the current, sarah tolcser', 'seeker, arwen elys dayton', 'six of crows, leigh bardugo', 'shadow and bone & siege and storm, leigh bardugo', 'sea spell, jennifer donnelly', 'dance of thieves, mary e. pearson', 'nightblood, elly blake', 'namesake, adrienne young', 'the singer of all songs, kate constable', 'how the king of elfhame learned to hate stories, holly black', 'graceling, kristin cashore', 'lioness rampant, tamora pierce', 'court duel, sherwood smith', ""the dragon's promise, elizabeth lim"", 'the princess bride, william goldman', 'soundless, richelle mead', 'die flammende, kristin cashore', 'in the hand of the goddess, tamora pierce', 'dragonfly, julia golding', 'the wind singer, william nicholson', ""the traitor's game, jennifer a. nielsen"", 'the wicked king, holly black', 'fire, kristin cashore', 'hero at the fall, alwyn hamilton', 'the key, jennifer anne davis', 'the queen of nothing, holly black', 'even the darkest stars, heather fawcett', 'the trouble with kings, sherwood smith', 'die beschenkte, kristin cashore', 'the tenth power, kate constable', 'fable, adrienne young', 'crown duel, sherwood smith', 'rebel of the sands, alwyn hamilton', 'seis de cuervos, leigh bardugo', 'the cruel prince, holly black', 'a fierce and subtle poison, samantha mabry', 'daughter of the pirate king, tricia levenseller', 'finnikin of the rock, melina marchetta', 'fireblood, elly blake', 'seafire, natalie c. parker']"
355,"['the starbucks experience, joseph a. michelli', 'the hard thing about hard things, ben horowitz', 'crossing the chasm, geoffrey a. moore', 'the e-myth revisited, michael e. gerber', 'growing great employees, erika andersen', 'building a storybrand, donald miller', 'blue ocean shift, w. chan kim', 'building a story brand, donald miller', 'the essential drucker, peter f. drucker', 'setting the table, danny meyer', 'the southwest airlines way, jody hoffer gittell', 'selling the invisible, harry beckwith', 'word of mouth marketing, andy sernovitz', 'playing to win, a.g. lafley', ""the innovator's dilemma, clayton m. christensen"", 'blue ocean strategy, expanded edition, w. chan kim', 'getting started in consulting, alan weiss', 'the lean startup, eric ries', 'business model generation, alexander osterwalder', 'positioning, al ries', 'flawless consulting, peter block', 'what the ceo wants you to know, ram charan', 'competitive strategy, michael e. porter', 'good strategy bad strategy, richard p. rumelt', 'the three signs of a miserable job, patrick lencioni', 'the goal, eliyahu m. goldratt', 'death by meeting, patrick lencioni', 'the art of the start, guy kawasaki', 'blue ocean strategy, w. chan kim', 'traction, gino wickman', 'the future of management, gary hamel', 'touchpoints, douglas r. conant']"
356,"['the end of the alphabet, c.s. richardson', 'christmas in london, anita hughes', ""annie's rainbow, fern michaels"", 'the lemon grove, helen walsh', 'notting hill, richard curtis', 'riot, shashi tharoor', 'pleasure, eric jerome dickey', 'life is sweet, cathy cassidy', 'the red notebook, antoine laurain', 'pan de limón con semillas de amapola, cristina campos', 'angels at the table, debbie macomber', 'diary of an oxygen thief, anonymous', 'simple passion, annie ernaux', 'no need to say goodbye, betty neels', 'to have and to hold, fern michaels', 'laughter in the rain, debbie macomber', ""owen's daughter, jo-ann mapson""]"
357,"['kidnapped, robert louis stevenson', 'the prince and the pauper, mark twain', 'the call of the wild and white fang, jack london', 'roughing it, mark twain', 'white fang, jack london', 'the adventures of huckleberry finn, mark twain', 'colț alb, jack london', 'the call of the wild / white fang, jack london', 'white fang, pauline francis', 'robbery under arms; a story of life and adventure in the bush and in the australian goldfields, rolf boldrewood', 'green hills of africa, ernest hemingway', 'the call of the wild, jack london', 'the escape, robert muchamore', 'the black arrow, robert louis stevenson', 'good-bye, mr. chips, james hilton', 'to sir, with love, e.r. braithwaite', 'adventures of huckleberry finn, mark twain', ""king solomon's mines, h. rider haggard"", 'parnassus on wheels, christopher morley', 'the man who would be king and other stories, rudyard kipling', 'the adventures of tom sawyer, mark twain', 'the getting of wisdom, henry handel richardson', 'the swiss family robinson, johann david wyss', 'the man who would be king, rudyard kipling']"
358,[]
359,"['animal-speak, ted andrews', 'five lives remembered, dolores cannon', 'messages from the masters, brian l. weiss', 'same soul, many bodies, brian l. weiss', 'still here, ram dass', 'trust your vibes, sonia choquette', 'frequency, penney peirce', 'many lives, many masters, brian l. weiss', 'the divine matrix, gregg braden', 'messages from spirit, colette baron-reid', ""your heart's desire, sonia choquette"", 'sacred contracts, caroline myss']"
