,titles_authors
801,"['slasher girls & monster boys, april genevieve tucholke', 'kiss me deadly, trisha telep', 'roses and bones, francesca lia block', 'once upon a star, nora roberts', 'darkness divine, p.c. cast', 'the eternal kiss, trisha telep', 'immortal, p.c. cast', 'kisses from hell, kristin cast', 'love is hell, melissa marr', 'small magics, ilona andrews', 'beasts and bffs, shannon delany', 'the anatomy of curiosity, maggie stiefvater']"
802,"['bang bang, rachel van dyken', 'dirty filthy rich boys, laurelin paige', 'dream of you, jennifer l. armentrout', 'winter wishes, karina halle', 'cupcakes and ink, helena hunting', 'finding north, rachel dunning', 'cale, victoria ashley', 'easy with you, kristen proby', 'her secret prince, madeline ash', 'nashville - part one - ready to reach, inglath cooper', 'deep surrendering, chelsea m. cameron', 'fighting seduction, claire adams', 'defy, l.j. shen', 'an on dublin street halloween, samantha young', 'keeping her, cora carmack', 'adrenaline, penelope douglas', 'castle hill, samantha young', 'air kiss, l.h. cosway', 'quiver, jacob chance', 'maybe not, colleen hoover', 'in her wake, k.a. tucker', 'valentine, samantha young', 'point of origin, rebecca yarros', 'the proposal, j. lynn', 'only for her, cristin harber', 'sole, alessandra torre', 'unforgettable, maya banks', 'until fountain bridge, samantha young', 'only for him, cristin harber', 'wanted by the devil, joanna blake', 'an on dublin street christmas, samantha young', 'the vixen and the vet, katy regnery', 'torn hearts, claire contreras', 'love, in spanish, karina halle', 'next to never, penelope douglas', 'virgin, jenika snow', 'only forever, cristin harber']"
803,"['sacred sins, nora roberts']"
804,"['the poseidon adventure, paul gallico', '99 cahaya di langit eropa, hanum salsabiela rais', 'where is joe merchant?, jimmy buffett', 'twinkle, twinkle little spy, len deighton', ""dan brown's the lost symbol, nigel tomm""]"
805,"['demolition angel, robert crais']"
806,"['the 1-page marketing plan, allan dib', 'purple cow, seth godin', 'alibaba, duncan clark', 'book yourself solid, michael port', 'the $100 startup, chris guillebeau', 'all marketers are liars, seth godin', 'entrepreneurial you, dorie clark', 'the 22 immutable laws of marketing, al ries', 'how i braved anu aunty & co-founded a million dollar company, varun agarwal', 'growth hacker marketing, ryan holiday', 'crush it!, gary vaynerchuk', 'launch, jeff walker', 'the pumpkin plan, mike michalowicz', 'simply fly, g.r. gopinath']"
807,"['molly moon & the morphing mystery, georgia byng', 'into the gauntlet, margaret peterson haddix', 'the black circle, patrick carman', 'code of honor, alan gratz', '100 cupboards, n.d. wilson', ""this isn't what it looks like, pseudonymous bosch"", 'storm warning, linda sue park', 'the dark hills divide, patrick carman', ""jack's run, roland smith"", 'loot, jude watson', 'the thief lord, cornelia funke', 'the journal of curious letters, james dashner', 'feel the fear, lauren child', 'the secret zoo, bryan chick', 'deeper, roderick gordon', 'the darkness dwellers, kirsten miller', 'first light, rebecca stead', ""the door in the dragon's throat, frank e. peretti"", 'take your last breath, lauren child', 'the boundless, kenneth oppel', 'chasing vermeer, blue balliett', 'beyond the grave, jude watson', 'the scourge, jennifer a. nielsen', 'the cumbersome collection, lemony snicket', 'this book is not good for you, pseudonymous bosch', 'the mysterious benedict society collection, trenton lee stewart', ""a dark inheritance, chris d'lacey"", 'neil flambé and the marco polo murders, kevin sylvester', 'the whisper, aaron starmer', 'inside the shadow city, kirsten miller', 'book scavenger, jennifer chambliss bertman', 'disney after dark, ridley pearson', 'the shadows, jacqueline west', 'in too deep, jude watson', ""the viper's nest, peter lerangis"", 'swindle, gordon korman', 'the extraordinary education of nicholas benedict, trenton lee stewart', 'vespers rising, rick riordan', 'the medusa plot, gordon korman', 'the ersatz elevator, lemony snicket', 'the wide window, lemony snicket', 'the mysterious benedict society, trenton lee stewart', 'the secret keepers, trenton lee stewart', 'thea stilton and the dancing shadows, thea stilton', 'the council of mirrors, michael buckley', ""the mysterious benedict society and the prisoner's dilemma, trenton lee stewart"", 'tentacles, roland smith', 'the mystery of the chinese junk, franklin w. dixon', 'the slippery slope, lemony snicket', 'herr der diebe, cornelia funke', 'the bad beginning, lemony snicket', 'the miserable mill, lemony snicket', 'the hostile hospital, lemony snicket', 'you have to stop this, pseudonymous bosch', 'the sword thief, peter lerangis', 'o escorregador de gelo, lemony snicket', 'przykry początek, lemony snicket', 'mau começo, lemony snicket', 'spy school, stuart gibbs', 'the carnivorous carnival, lemony snicket', 'paws off, cheddarface!, geronimo stilton', 'the journey to atlantis, thea stilton', 'serraria baixo-astral, lemony snicket', ""if you're reading this, it's too late, pseudonymous bosch"", 'the mysterious benedict society and the perilous journey, trenton lee stewart', 'thea stilton and the mountain of fire, thea stilton', 'the penultimate peril, lemony snicket', 'the girl from felony bay, j.e. thompson', 'o lago das sanguessugas, lemony snicket']"
808,"['the first fall, seanan mcguire', 'no place like home, seanan mcguire', 'married in green, seanan mcguire', 'broken paper hearts, seanan mcguire', 'snakes and ladders, seanan mcguire', 'the way home, seanan mcguire', 'loch and key, seanan mcguire', 'oh pretty bird, seanan mcguire', 'the urban fantasy anthology, peter s. beagle', 'the girl with ghost eyes, m.h. boroson', 'sweet poison wine, seanan mcguire']"
809,"['the seven chinese brothers, margaret mahy', 'the legend of the bluebonnet, tomie depaola', 'the empty pot, demi', 'the nian monster, andrea wang', 'tikki tikki tembo, arlene mosel', 'round is a mooncake, roseanne thong']"
810,"['die in plain sight, elizabeth lowell', 'picture me dead, heather graham', 'dirty little secrets, liliana hart', 'unspeakable, laura griffin', 'fat tuesday, sandra brown', 'charade, sandra brown', 'play dirty, sandra brown', 'dead silence, brenda novak', 'the deepest secret, carla buckley', 'obsession, karen robards', 'untraceable, laura griffin', 'shadow woman, linda howard', 'the obsession, nora roberts', 'the alibi, sandra brown', 'hello, darkness, sandra brown', 'the lucky ones, tiffany reisz', 'mirror image, sandra brown', 'the switch, sandra brown', 'the newsmakers, lis wiehl', 'hunted, karen robards', 'unforgivable, laura griffin', 'standoff, sandra brown', 'unspeakable, sandra brown', 'cold pursuit, carla neggers', 'best kept secrets, sandra brown', 'shattered, karen robards']"
811,"['the wild wood, charles de lint', 'good faeries/bad faeries, brian froud', 'the world of the dark crystal, brian froud', ""on the tycoon's terms, sandra field""]"
812,"['small victories, anne lamott', 'hallelujah anyway, anne lamott', 'stitches, anne lamott', 'plan b, anne lamott', 'traveling mercies, anne lamott', 'tattoos on the heart, gregory boyle', 'help thanks wow, anne lamott', 'grace (eventually), anne lamott']"
813,"['the glorious heresies, lisa mcinerney', 'antarctica, claire keegan', 'when all is said, anne griffin', 'history of the rain, niall williams', 'thirteen ways of looking, colum mccann', ""the country girls, edna o'brien"", 'a girl is a half-formed thing, eimear mcbride', 'all we shall know, donal ryan', 'the barrytown trilogy, roddy doyle', 'the bee sting, paul murray', 'paddy clarke ha ha ha, roddy doyle', 'a history of loneliness, john boyne', 'multitudes, lucy caldwell', 'midwinter break, bernard maclaverty', 'the guts, roddy doyle', 'pond, claire-louise bennett', 'the lesser bohemians, eimear mcbride']"
814,"['expecting better, emily oster', 'parenting teens with love and logic, foster w. cline', 'treat your own back, robin mckenzie', 'the care and keeping of you 1, valorie schaefer', 'baby-led weaning, gill rapley', ""what to expect when you're expecting, heidi murkoff"", ""solve your child's sleep problems, richard ferber"", 'natural childbirth the bradley way, susan mccutcheon', ""the girlfriends' guide to surviving the first year of motherhood, vicki iovine"", 'simple steps to foot pain relief, katy bowman', 'the birth partner, penny simkin', 'the complete book of essential oils and aromatherapy, valerie ann worwood', ""the girlfriends' guide to pregnancy, vicki iovine"", 'the happiest baby on the block, harvey karp', 'childbirth without fear, grantly dick-read']"
815,[]
816,"['the bookseller, cynthia swanson', 'life after life, kate atkinson', ""his majesty's dragon, naomi novik"", 'ring shout, p. djèlí clark', 'the gates of rome, conn iggulden', 'the bear and the nightingale, katherine arden', 'league of dragons, naomi novik', 'the field of swords, conn iggulden', 'the girl in the tower, katherine arden', 'the confusion, part i, neal stephenson', ""the witchfinder's sister, beth underdown"", 'tongues of serpents, naomi novik', 'eifelheim, michael flynn', 'the poppy war, r.f. kuang', 'empire of ivory, naomi novik', 'victory of eagles, naomi novik', 'babel, r.f. kuang', 'king of kings, harry sidebottom', 'the pagan lord, bernard cornwell', 'the ballad of black tom, victor lavalle', 'the dragon republic, r.f. kuang', 'between two fires, christopher buehlman', 'throne of jade, naomi novik', 'the gods of war, conn iggulden', 'the confusion, part ii, neal stephenson', 'the burning god, r.f. kuang', 'dodger, terry pratchett', 'black powder war, naomi novik', 'fool, christopher moore', 'the once and future witches, alix e. harrow', 'lone women, victor lavalle', 'khan, conn iggulden', 'corrag, susan fletcher', 'currency, neal stephenson', 'lovecraft country, matt ruff', 'utopia avenue, david mitchell', 'world without end, ken follett', 'lion of the sun, harry sidebottom', 'los pilares de la tierra, ken follett', 'the winter of the witch, katherine arden', 'blood of tyrants, naomi novik', 'the evening and the morning, ken follett', 'die säulen der erde, ken follett', 'the hidden palace, helene wecker', 'die tore der welt, ken follett', 'stone blind, natalie haynes', 'stonehenge, bernard cornwell', 'mondo senza fine, ken follett', 'the mermaid and mrs. hancock, imogen hermes gowar', 'the pox party, m.t. anderson', 'un mundo sin fin, ken follett', 'macbeth, a.j. hartley', 'crucible of gold, naomi novik', 'warriors of the storm, bernard cornwell']"
817,"['gold, raven kennedy', 'heir of fire, sarah j. maas', 'once upon a broken heart, stephanie garber', 'imperio de tormentas, sarah j. maas', 'the half king, melissa landers', 'caraval, stephanie garber', 'korona w mroku, sarah j. maas', 'królowa cieni, sarah j. maas', 'heredera de fuego, sarah j. maas', 'rainha das sombras, sarah j. maas', 'reina de sombras, sarah j. maas', 'coroa da meia-noite, sarah j. maas', 'dziedzictwo ognia, sarah j. maas', 'imperium burz, sarah j. maas', 'kriegerin im schatten, sarah j. maas', 'königin der finsternis, sarah j. maas', 'herdeira do fogo, sarah j. maas', 'crown of midnight, sarah j. maas', 'corona de medianoche, sarah j. maas', 'la corona di fuoco, sarah j. maas', 'kingdom of ash, sarah j. maas', 'empire of storms, sarah j. maas']"
818,"['moll flanders, daniel defoe', 'travels with my aunt, graham greene', 'absolute beginners, colin macinnes', 'the life and opinions of tristram shandy, gentleman, laurence sterne', ""the rotters' club, jonathan coe"", 'the moon and sixpence, w. somerset maugham', 'stamboul train, graham greene', 'the good soldier, ford madox ford', 'coming up for air, george orwell', 'howards end, e.m. forster', 'the vicar of wakefield, oliver goldsmith', 'under the volcano, malcolm lowry', 'a question of upbringing, anthony powell', 'the comedians, graham greene', ""parade's end, ford madox ford"", 'brideshead revisited, evelyn waugh', 'a passage to india, e.m. forster', 'lord jim, joseph conrad', 'the years, virginia woolf', 'the honorary consul, graham greene', 'angel, elizabeth taylor', 'angel pavement, j.b. priestley']"
819,"['i forgot to remember, su meck', 'wild game, adrienne brodeur', 'everything beautiful in its time, jenna bush hager', 'carrie and me, carol burnett', ""the manicurist's daughter, susan lieu"", 'ma, hugo borst']"
820,"['the oath of the vayuputras, amish tripathi', 'sita, amish tripathi', 'scion of ikshvaku, amish tripathi', 'asura, anand neelakantan', 'the secret of the nagas, amish tripathi', 'the krishna key, ashwin sanghi', 'the immortals of meluha, amish tripathi', 'the rozabal line, ashwin sanghi', 'rise of kali, anand neelakantan', 'tell a thousand lies, rasana atreya']"
821,"['come closer, sara gran', 'lair, james herbert', 'cujo, stephen king', 'the sleep room, f.r. tallis', 'the devil crept in, ania ahlborn', 'brother, ania ahlborn', 'how to sell a haunted house, grady hendrix', 'the torment of rachel ames, jeff gunhus', 'incidents around the house, josh malerman', 'the weight of blood, tiffany d. jackson', 'my heart is a chainsaw, stephen graham jones', 'a head full of ghosts, paul tremblay', 'the last final girl, stephen graham jones', 'the ruins, scott b. smith', 'das spiel, stephen king', 'diavola, jennifer marie thorne', 'the shuddering, ania ahlborn', ""gerald's game, stephen king"", 'the deep, nick cutter']"
822,"['homecoming, kate morton', 'the light of the fireflies, paul pen', 'listen for the lie, amy tintera', 'you should have known, jean hanff korelitz', 'the couple next door, shari lapena', 'the lying game, ruth ware', 'the drowning game, l.s. hawker', 'something in the water, catherine steadman', 'the good girl, mary kubica', 'good as gone, amy gentry', 'how to be a good wife, emma chapman', 'the wives, tarryn fisher', 'the girl with no past, kathryn croft', 'the family upstairs, lisa jewell', 'the new neighbor, leah stewart', 'every last secret, a.r. torre', 'if you knew her, emily elgar']"
