,titles_authors
48,"['husbands & lovers, beatriz williams', 'play along, liz tomforde', 'the familiar, leigh bardugo', 'the tainted cup, robert jackson bennett', 'what feasts at night, t. kingfisher', 'sleep tight, j.h. markert', 'bits and pieces, whoopi goldberg', 'the huntress, kate quinn', 'fire & blood, george r.r. martin', 'the winter of the witch, katherine arden', 'the savior, j.r. ward', 'medallion status, john hodgman', 'shades of magic vol. 1, victoria schwab', 'the tradition, jericho brown', 'lovely war, julie berry', 'the strangers, margaret peterson haddix', ""sulwe, lupita nyong'o"", 'normal people, sally rooney', 'hello beautiful, ann napolitano', 'the celebrants, steven rowley', 'the connellys of county down, tracey lange', 'you, again, kate goldbeck', 'hell bent, leigh bardugo', 'ink blood sister scribe, emma törzs', 'witch king, martha wells', 'silver nitrate, silvia moreno-garcia', 'warrior girl unearthed, angeline boulley', 'what happens after midnight, k.l. walther', 'love, pamela, pamela anderson', 'misfit, gary gulman', 'cleopatra and frankenstein, coco mellors', 'to paradise, hanya yanagihara', 'memphis, tara m. stringfellow', 'the golden enclaves, naomi novik', 'twisted hate, ana huang', 'manhunt, gretchen felker-martin', 'the nineties, chuck klosterman', 'a taste for poison, neil bradbury', 'the maid, nita prose', 'i kissed shara wheeler, casey mcquiston', 'belladonna, adalyn grace', 'a magic steeped in poison, judy i. lin', 'the paper palace, miranda cowley heller', 'this close to okay, leesa cross-smith', 'a \u200bcourt of silver flames, sarah j. maas', 'a master of djinn, p. djèlí clark', 'the ex hex, erin sterling', 'neon gods, katee robert', 'light of the jedi, charles soule', 'termination shock, neal stephenson', 'come with me, ronald malfi', 'last call, elon green', 'finding freedom, erin french', 'the prophets, robert jones jr.', 'open water, caleb azumah nelson', 'the five wounds, kirstin valdez quade', ""firekeeper's daughter, angeline boulley"", 'perfect on paper, sophie gonzales', 'counting down with you, tashie bhuiyan', 'chain of iron, cassandra clare', 'aru shah and the city of gold, roshani chokshi', 'root magic, eden royce', 'big summer, jennifer weiner', 'a burning, megha majumdar', 'homeland elegies, ayad akhtar', ""and now she's gone, rachel howzell hall"", 'a long petal of the sea, isabel allende', 'shuggie bain, douglas stuart', 'the once and future witches, alix e. harrow', 'smoke bitten, patricia briggs', 'you had me at hola, alexis daria', 'the end of october, lawrence wright', 'mexican gothic, silvia moreno-garcia', 'ring shout, p. djèlí clark', 'the book of eels, patrik svensson', 'oh she glows for dinner, angela liddon', ""a good girl's guide to murder, holly jackson"", 'a tale of witchcraft..., chris colfer', 'how to walk away, katherine center', 'the great alone, kristin hannah', 'all the light we cannot see, anthony doerr', 'it ends with us, colleen hoover', 'before we were yours, lisa wingate', 'persepolis rising, james s.a. corey', 'calypso, david sedaris', 'feminasty, erin gibson', 'this is me, chrissy metz', 'when they call you a terrorist, patrisse khan-cullors', 'little moments of love, catana chetwynd', 'ms. marvel, vol. 8, g. willow wilson', 'black hammer, vol. 2, jeff lemire', 'helium, rudy francisco', 'heart talk, cleo wade', 'the hazel wood, melissa albert', 'a day in the life of marlon bundo, jill twiss', 'from sand and ash, amy harmon', 'the last tudor, philippa gregory', 'love and other consolation prizes, jamie ford', 'the bear and the nightingale, katherine arden', 'silence fallen, patricia briggs', 'sins of empire, brian mcclellan', 'beard in mind, penny reid', 'waking gods, sylvain neuvel', 'what the hell did i just read, david wong', 'strange weather, joe hill', 'the delirium brief, charles stross', 'at home in the world, tsh oxenreider', 'happiness, heather harpham', '5 ingredients – quick & easy food, jamie oliver', 'salt, fat, acid, heat, samin nosrat', 'spill zone, scott westerfeld', 'we come apart, sarah crossan', 'the coppersmith farmhouse, devney perry', 'geekerella, ashley poston', 'a list of cages, robin roe', 'the girls, emma cline', 'the kept woman, karin slaughter', ""the queen's accomplice, susan elia macneal"", 'news of the world, paulette jiles', 'paper princess, erin watt', 'beard science, penny reid', 'the view from the cheap seats, neil gaiman', 'the midnight assassin, skip hollandsworth', 'booked, kwame alexander', 'circling the sun, paula mclain', 'dead heat, patricia briggs', 'confess, colleen hoover', 'red notice, bill browder', 'the wright brothers, david mccullough', 'ravensbrück, sarah helm', 'forensics, val mcdermid', 'hawkeye, volume 4, matt fraction', 'march, john lewis', 'the hurricane, r.j. prescott', 'dietland, sarai walker', 'finding audrey, sophie kinsella', 'winter, marissa meyer', 'illuminae, amie kaufman', ""the king's curse, philippa gregory"", 'euphoria, lily king', 'murder of crows, anne bishop', 'astoria, peter stark', 'the obstacle is the way, ryan holiday', 'holding out, lila rose', ""since you've been gone, morgan matson"", 'the girl you left behind, jojo moyes', 'convicted, aleatha romig', 'a natural history of dragons, marie brennan', 'waiting to be heard, amanda knox', 'one summer, bill bryson', 'david and goliath, malcolm gladwell', 'start., jon acuff', 'salt sugar fat, michael moss', 'wallbanger, alice clayton', 'red doc>, anne carson', 'promise of blood, brian mcclellan', 'true love story, willow aster', 'crown of midnight, sarah j. maas', 'the darkest minds, alexandra bracken', 'etiquette & espionage, gail carriger', ""the orphan master's son, adam johnson"", 'stay close, harlan coben', 'some kind of fairy tale, graham joyce', 'a perfect blood, kim harrison', 'third grave dead ahead, darynda jones', ""the rook, daniel o'malley"", 'unorthodox, deborah feldman', 'drift, rachel maddow', 'gone girl, gillian flynn', 'gunmetal magic, ilona andrews', 'easy, tammara webber', 'slammed, colleen hoover', 'the boy who sneaks in my bedroom window, kirsty moseley', 'the third wheel, jeff kinney', 'daughter of smoke & bone, laini taylor', 'the art of fielding, chad harbach', 'the pale king, david foster wallace', 'buried prey, john sandford', 'the heroes, joe abercrombie', 'shadowfever, karen marie moning', '11/22/63, stephen king', 'deadline, mira grant', ""the president's vampire, christopher farnsworth"", 'the darkest surrender, gena showalter', 'tolstoy and the purple chair, nina sankovitch', ""jeni's splendid ice creams at home, jeni britton bauer"", 'maphead, ken jennings', 'the last council, kazu kibuishi', 'divergent, veronica roth', 'delirium, lauren oliver']"
49,"['good material, dolly alderton', 'restless stars, caroline peckham', 'catch and kill, ronan farrow', 'wayward son, rainbow rowell', 'fall of ruin and wrath, jennifer l. armentrout', 'doppelganger, naomi klein', 'honor, thrity umrigar', 'all good people here, ashley flowers', 'kingdom of the feared, kerri maniscalco', 'how to avoid a climate disaster, bill gates', ""firekeeper's daughter, angeline boulley"", 'why we swim, bonnie tsui', 'clap when you land, elizabeth acevedo', 'felix ever after, kacen callender', 'the inheritance games, jennifer lynn barnes', 'only mostly devastated, sophie gonzales', 'the wife between us, greer hendricks', 'city of ghosts, victoria schwab', 'sing, unburied, sing, jesmyn ward', 'get well soon, jennifer wright', 'when dimple met rishi, sandhya menon', 'we are okay, nina lacour', 'all the missing girls, megan miranda', 'and i darken, kiersten white', 'die again, tess gerritsen', 'i hate myselfie, shane dawson', 'the girl with seven names, hyeonseo lee', 'p.s. i still love you, jenny han', 'the penderwicks in spring, jeanne birdsall', 'the dead in their vaulted arches, alan bradley', 'the slow regard of silent things, patrick rothfuss', 'gameboard of the gods, richelle mead', 'the human division, john scalzi', 'beauty from pain, georgia cates', 'kill city blues, richard kadrey', 'allegiant, veronica roth', ""tell the wolves i'm home, carol rifka brunt"", 'frozen heat, richard castle', 'king of thorns, mark lawrence', 'monster hunter legion, larry correia', 'prague winter, madeleine k. albright', 'boy + bot, ame dyckman', 'the alloy of law, brandon sanderson', 'dreadfully ever after, steve hockensmith', 'the dressmaker of khair khana, gayle tzemach lemmon', 'life, on the line, grant achatz', 'shine, lauren myracle']"
50,"['the secret commonwealth, philip pullman', 'hour of the witch, chris bohjalian', 'the kid, ben bradlee jr.', 'my life with the walter boys, ali novak']"
51,"['annie bot, sierra greer', 'first, evan thomas', 'the collected regrets of clover, mikki brammer', 'the good life, robert waldinger', 'all my rage, sabaa tahir', 'bloodline, jess lourey', 'notes on grief, chimamanda ngozi adichie', 'check, please! book 2, ngozi ukazu', ""time's convert, deborah harkness"", 'wade in the water, tracy k. smith', 'sky in the deep, adrienne young', 'the alice network, kate quinn', 'the ship of the dead, rick riordan', 'wishtree, katherine applegate', 'a study in charlotte, brittany cavallaro', 'escaping peril, tui t. sutherland', ""the liar's key, mark lawrence"", 'the buried giant, kazuo ishiguro', 'the fold, peter clines', 'beacon 23, hugh howey', 'yes, my accent is real, kunal nayyar', ""not my father's son, alan cumming"", 'young money, kevin roose', 'fallen too far, abbi glines', 'wave, sonali deraniyagala', 'american savage, dan savage', 'the indigo spell, richelle mead', 'a thousand mornings, mary oliver', 'the magician king, lev grossman', 'wonderstruck, brian selznick']"
52,"['cork dork, bianca bosker', 'turtles all the way down, john green', 'the bronze key, holly black', 'through the woods, emily carroll']"
53,"['the cartel, don winslow']"
54,"[""margo's got money troubles, rufi thorpe"", 'funny story, emily henry', 'the monster of elendhaven, jennifer giesbrecht', 'the world record book of racist stories, amber ruffin', 'babel, r.f. kuang', 'the prophets, robert jones jr.', 'sorrowland, rivers solomon', 'party of two, jasmine guillory', 'if it bleeds, stephen king', 'rosewater, tade thompson', 'the summer children, dot hutchison', 'the greatest love story ever told, megan mullally', 'the golden tower, holly black', 'the obsession, nora roberts', 'the girl with the lower back tattoo, amy schumer', ""the apprentice's quest, erin hunter"", 'the law of moses, amy harmon', 'work rules!, laszlo bock', 'the soul of an octopus, sy montgomery', 'food52 genius recipes, kristen miglore', 'the bone clocks, david mitchell', 'the strange and beautiful sorrows of ava lavender, leslye walton', 'the blood of olympus, rick riordan', 'vicious, victoria schwab', 'mastermind, maria konnikova', 'opal, jennifer l. armentrout', 'the darkest seduction, gena showalter', 'the sense of an ending, julian barnes', 'heartless, gail carriger', 'dreadnaught, jack campbell', 'the last werewolf, glen duncan']"
55,"['small fry, lisa brennan-jobs']"
56,"['my sister, the serial killer, oyinkan braithwaite', 'sapphire flames, ilona andrews', 'astor, anderson cooper', 'the family game, catherine steadman', 'near the bone, christina henry', 'red clocks, leni zumas', 'cravings, chrissy teigen', 'ancillary justice, ann leckie']"
57,"['entangled life, merlin sheldrake']"
58,"['the book woman of troublesome creek, kim michele richardson', ""no one's home, d.m. pulley"", 'life will be the death of me, chelsea handler', 'one summer in savannah, terah shelton harris', 'hook, line, and sinker, tessa bailey', 'war of the wolf, bernard cornwell', 'unfiltered, lily collins', 'the song rising, samantha shannon', 'lily and the octopus, steven rowley', 'monstress, volume 1, marjorie m. liu', 'angles of attack, marko kloos', 'the whispering skull, jonathan stroud', ""the lover's dictionary, david levithan"", 'embassytown, china miéville']"
59,"['my dear hamilton, stephanie dray']"
60,"['amari and the night brothers, b.b. alston']"
61,"['james, percival everett', 'the invited, jennifer mcmahon', 'upheaval, jared diamond', 'my sister, the serial killer, oyinkan braithwaite', ""surely you can't be serious, david zucker"", 'the book eaters, sunyi dean', 'the office bffs, jenna fischer', ""i'll show myself out, jessi klein"", 'killing stalking, koogi', 'comfort me with apples, catherynne m. valente', 'unspeakable things, jess lourey', 'winter counts, david heska wanbli weiden', 'the henna artist, alka joshi', 'foundryside, robert jackson bennett', 'the calculating stars, mary robinette kowal', 'gone rogue, marissa meyer', 'for every one, jason reynolds', 'young jane young, gabrielle zevin', 'warcross, marie lu', 'my name is lucy barton, elizabeth strout', ""adnan's story, rabia chaudry"", 'you deserve a drink, mamrie hart', 'the day the crayons came home, drew daywalt', 'the secret life of violet grant, beatriz williams', ""written in my own heart's blood, diana gabaldon"", 'someday, someday, maybe, lauren graham', 'letters from skye, jessica brockmole', 'endgame, ann aguirre', 'pandemonium, lauren oliver', 'the second duchess, elizabeth loupas', ""the wise man's fear, patrick rothfuss"", 'kiss of snow, nalini singh', 'blood, bones, and butter, gabrielle hamilton']"
62,"['blue sisters, coco mellors', 'first lie wins, ashley elston', 'bride, ali hazelwood', 'swift and saddled, lyla sage', 'how to end a love story, yulin kuang', 'red side story, jasper fforde', 'the eyes are the best part, monika kim', 'the truth according to ember, danica nava', 'dungeons and drama, kristy boyce', 'nuclear war, annie jacobsen', 'the house of hidden meanings, rupaul', 'when all is said, anne griffin', 'city of girls, elizabeth gilbert', ""cilka's journey, heather morris"", 'ninth house, leigh bardugo', 'middlegame, seanan mcguire', 'the light brigade, kameron hurley', 'the lost causes of bleak creek, rhett mclaughlin', 'a cosmology of monsters, shaun hamill', 'year of the monkey, patti smith', 'the pioneers, david mccullough', 'how to, randall munroe', 'the uninhabitable earth, david wallace-wells', 'burnout, emily nagoski', 'the umbrella academy, vol. 3, gerard way', 'laura dean keeps breaking up with me, mariko tamaki', 'the truth about magic, atticus poetry', 'the good egg, jory john', 'sorrow and starlight, caroline peckham', 'rouge, mona awad', 'house of roots and ruin, erin a. craig', 'pride and prejudice and pittsburgh, rachael lippincott', 'opinions, roxane gay', 'this time tomorrow, emma straub', 'carrie soto is back, taylor jenkins reid', 'take my hand, dolen perkins-valdez', 'young mungo, douglas stuart', 'the last house on the street, diane chamberlain', 'peach blossom spring, melissa fu', 'nettle & bone, t. kingfisher', 'dead silence, s.a. barnes', 'white horse, erika t. wurth', 'excuse me while i disappear, laurie notaro', 'an immense world, ed yong', 'unlock your storybook heart, amanda lovelace', 'the hurting kind, ada limon', 'these twisted bonds, lexi ryan', 'the wolf and the woodsman, ava reid', 'the soulmate equation, christina lauren', 'cackle, rachel harrison', 'chasing the boogeyman, richard chizmar', 'facing the mountain, daniel james brown', 'oona out of order, margarita montimore', ""trixie and katya's guide to modern womanhood, trixie mattel"", 'shakespeare for squirrels, christopher moore', 'rage, bob woodward', 'begin again, eddie s. glaude jr.', 'wandering in strange lands, morgan jerkins', 'sapiens, david vandermeulen', 'teen titans, kami garcia', 'what kind of woman, kate baer', 'my dark vanessa, kate elizabeth russell', 'these violent delights, chloe gong', 'the mars room, rachel kushner', 'the broken girls, simone st. james', 'the tuscan child, rhys bowen', 'a dance with dragons, george r.r. martin', 'head on, john scalzi', 'maeve in america, maeve higgins', 'room to dream, david lynch', 'origin story, david christian', 'boom town, sam anderson', 'saga, volume 8, brian k. vaughan', 'take me with you, andrea gibson', 'kingdom of ash, sarah j. maas', 'islandborn, junot díaz', 'the breakdown, b.a. paris', 'we were the lucky ones, georgia hunter', 'lilli de jong, janet benton', 'breathless, beverly jenkins', 'meddling kids, edgar cantero', 'vacationland, john hodgman', 'of mess and moxie, jen hatmaker', 'the bright hour, nina riggs', 'on tyranny, timothy snyder', 'the road to jonestown, jeff guinn', 'other minds, peter godfrey-smith', 'the dry, jane harper', 'strange the dreamer, laini taylor', 'she persisted, chelsea clinton', ""the nest, cynthia d'aprix sweeney"", 'behind closed doors, b.a. paris', 'the girl in the ice, robert bryndza', 'marked in flesh, anne bishop', 'staked, kevin hearne', 'the score, elle kennedy', 'written in fire, marcus sakey', 'grunge, larry correia', 'leonard, william shatner', ""killing the rising sun, bill o'reilly"", 'the gene, siddhartha mukherjee', 'into the magic shop, james r. doty', ""weapons of math destruction, cathy o'neil"", 'the princess saves herself in this one, amanda lovelace', 'glass sword, victoria aveyard', 'the crown, kiera cass', 'the sound of glass, karen white', 'the lake house, kate morton', 'vision in silver, anne bishop', 'the heart goes last, margaret atwood', 'ancillary mercy, ann leckie', 'when to rob a bank, steven d. levitt', 'lumberjanes, vol. 1, n.d. stevenson', 'roller girl, victoria jamieson', 'the dogs i have kissed, trista mateer', 'circus mirandus, cassie beasley', 'my heart and other black holes, jasmine warga', 'uprooted, naomi novik', 'gathering darkness, morgan rhodes', 'station eleven, emily st. john mandel', 'the son, jo nesbø', 'tower lord, anthony ryan', 'play, kylie scott', 'cibola burn, james s.a. corey', 'a better world, marcus sakey', 'the city, dean koontz', 'never have i ever, katie heaney', 'one nation, ben carson', 'console wars, blake j. harris', 'the divide, matt taibbi', 'overwhelmed, brigid schulte', 'sous chef, michael gibney', 'pretty deadly, vol. 1, kelly sue deconnick', 'cress, marissa meyer', 'the fourteenth goldfish, jennifer l. holm', 'the house girl, tara conklin', 'z, therese anne fowler', 'styxx, sherrilyn kenyon', 'the darwin elevator, jason m. hough', 'ten tiny breaths, k.a. tucker', 'doctor sleep, stephen king', 'to sell is human, daniel h. pink', 'give and take, adam m. grant', ""vader's little princess, jeffrey brown"", 'insane city, dave barry', 'altered, jennifer rush', 'dare you to, katie mcgarry', 'requiem, lauren oliver', 'the rithmatist, brandon sanderson', 'that is not a good idea!, mo willems', 'exclamation mark, amy krouse rosenthal', 'the fallen angel, daniel silva', 'the twelve, justin cronin', 'forks over knives—the cookbook, del sroufe', 'the vincent brothers, abbi glines', 'never fall down, patricia mccormick', 'the mark of athena, rick riordan', 'the false prince, jennifer a. nielsen', 'forever, maggie stiefvater', 'awakened, p.c. cast', 'ready player one, ernest cline', 'never knowing, chevy stevens', 'dreams of joy, lisa see', 'the lady of the rivers, philippa gregory', 'the rogue, trudi canavan', 'ghost story, jim butcher', 'this side of the grave, jeaniene frost', 'ready player one, ernest cline', 'three cups of deceit, jon krakauer', '1861, adam goodheart', 'little princes, conor grennan', 'the last little blue envelope, maureen johnson', 'demonglass, rachel hawkins', 'daughter of smoke & bone, laini taylor', 'silence, becca fitzpatrick']"
63,"['revenge of the tipping point, malcolm gladwell', 'new kid, jerry craft', 'finding me, viola davis', 'friends, lovers, and the big terrible thing, matthew perry', 'the final gambit, jennifer lynn barnes', 'harrow the ninth, tamsyn muir', 'bingo love, tee franklin', 'the tea girl of hummingbird lane, lisa see', 'a piece of the world, christina baker kline', 'fool me once, harlan coben', 'a gathering of shadows, victoria schwab', 'evicted, matthew desmond', 'march, john lewis', 'the summer that melted everything, tiffany mcdaniel', 'finding me, michelle knight', 'hollow city, ransom riggs', 'heaven is here, stephanie nielson', 'ghost story, jim butcher']"
64,"['fighting words, kimberly brubaker bradley']"
65,"['the radium girls, kate moore']"
66,"['she said, jodi kantor', 'sword catcher, cassandra clare', 'house of hunger, alexis henderson', 'stay true, hua hsu', 'the ballad of never after, stephanie garber', 'the sunbearer trials, aiden thomas', 'if you could see the sun, ann liang', 'she who became the sun, shelley parker-chan', 'my dark vanessa, kate elizabeth russell', 'the death of vivek oji, akwaeke emezi', 'the sun down motel, simone st. james', 'the mother code, carole stivers', 'his truth is marching on, jon meacham', 'the gravity of us, phil stamper', 'all the stars and teeth, adalyn grace', 'unsheltered, barbara kingsolver', 'the great believers, rebecca makkai', 'god save texas, lawrence wright', 'the adventure zone vol.1, clint mcelroy', 'never let you go, chevy stevens', 'vicious, l.j. shen', 'the north water, ian mcguire', 'my salinger year, joanna rakoff', 'b, sarah kay', 'the marriage plot, jeffrey eugenides', ""the soldier's wife, margaret leroy"", 'if you ask me, betty white', 'the greater journey, david mccullough', 'seal team six, howard e. wasdin', 'silence, becca fitzpatrick']"
67,"['code zero, jonathan maberry']"
68,"['heir, sabaa tahir', 'betting on you, lynn painter', 'the overdue life of amy byler, kelly harms', 'the kingdom of copper, s.a. chakraborty', 'darkdawn, jay kristoff', 'save me the plums, ruth reichl', 'the rest of the story, sarah dessen', 'the grace year, kim liggett', 'love from a to z, s.k. ali', 'lady tan’s circle of women, lisa see', 'dead eleven, jimmy juliano', 'powerless, lauren roberts', 'these infinite threads, tahereh mafi', 'all my knotted-up life, beth moore', 'a man of two faces, viet thanh nguyen', 'the winners, fredrik backman', 'the maid, nita prose', 'the power of regret, daniel h. pink', 'black cake, charmaine wilkerson', 'how high we go in the dark, sequoia nagamatsu', 'the one hundred years of lenni and margot, marianne cronin', 'small pleasures, clare chambers', 'klara and the sun, kazuo ishiguro', 'light from uncommon stars, ryka aoki', 'the whispering dead, darcy coates', 'a swim in a pond in the rain, george saunders', 'the sum of us, heather mcghee', 'unfinished, priyanka chopra jonas', 'broken horses, brandi carlile', 'brat, andrew mccarthy', 'the love songs of w.e.b. du bois, honorée fanonne jeffers', 'the box in the woods, maureen johnson', 'she drives me crazy, kelly quindlen', 'lost in the never woods, aiden thomas', 'daughter of the deep, rick riordan', 'the thirteenth fairy, melissa de la cruz', 'the wives, tarryn fisher', 'confessions on the 7, lisa unger', 'rhythm of war, brandon sanderson', 'piranesi, susanna clarke', 'the new wilderness, diane cook', 'malorie, josh malerman', ""you're not listening, kate murphy"", 'minor feelings, cathy park hong', 'everything beautiful in its time, jenna bush hager', 'the magic fish, trung le nguyen', 'violet bent backwards over the grass, lana del rey', 'the girl with the louding voice, abi daré', 'ali cross, james patterson', 'every note played, lisa genova', 'the overstory, richard powers', 'the president is missing, bill clinton', 'leverage in death, j.d. robb', 'girl, wash your face, rachel hollis', 'i was born for this, alice oseman', 'restore me, tahereh mafi', 'beneath a scarlet sky, mark t. sullivan', 'last hope island, lynne olson', ""caesar's last breath, sam kean"", 'whole new you, tia mowry', 'half baked harvest cookbook, tieghan gerard', 'big mushy happy lump, sarah andersen', 'once and for all, sarah dessen', 'they both die at the end, adam silvera', 'small great things, jodi picoult', 'the swans of fifth avenue, melanie benjamin', 'all the birds in the sky, charlie jane anders', 'a closed and common orbit, becky chambers', 'fellside, m.r. carey', 'ego is the enemy, ryan holiday', 'night sky with exit wounds, ocean vuong', 'what belongs to you, garth greenwell', 'the raven king, maggie stiefvater', ""inside the o'briens, lisa genova"", 'flood of fire, amitav ghosh', 'the skull throne, peter v. brett', 'wicked, jennifer l. armentrout', 'thoughtful, s.c. stephens', 'red queen, victoria aveyard', ""the winner's crime, marie rutkoski"", 'a handful of stars, cynthia lord', 'the war that saved my life, kimberly brubaker bradley', 'redeployment, phil klay', 'top secret twenty-one, janet evanovich', 'the auschwitz escape, joel c. rosenberg', 'the innovators, walter isaacson', 'show your work!, austin kleon', 'sisters, raina telgemeier', 'the boundless, kenneth oppel', 'speaking from among the bones, alan bradley', 'the ghost bride, yangsze choo', 'the humans, matt haig', 'the blood gospel, james rollins', ""let's explore diabetes with owls, david sedaris"", 'sweet tooth, vol. 6, jeff lemire', 'the fall of arthur, j.r.r. tolkien', 'scarlet, marissa meyer', 'the house of hades, rick riordan', 'winter of the world, ken follett', 'wild, cheryl strayed', 'some assembly required, anne lamott', 'how to be a woman, caitlin moran', 'tough shit, kevin smith', 'big bad beast, shelly laurenston', ""killing lincoln, bill o'reilly"", '1493, charles c. mann', 'super natural every day, heidi swanson', 'chain reaction, simone elkeles', 'city of fallen angels, cassandra clare', ""miss peregrine's home for peculiar children, ransom riggs"", 'the emerald atlas, john stephens', 'say hello to zorro!, carter goodrich', 'demonglass, rachel hawkins']"
69,"['do not say we have nothing, madeleine thien']"
70,"['this could be us, kennedy ryan', 'the book of doors, gareth brown', 'so thirsty, rachel harrison', 'the darkness within us, tricia levenseller', 'the starless sea, erin morgenstern', 'more than enough, elaine welteroth', 'paper girls, volume 5, brian k. vaughan', 'fleishman is in trouble, taffy brodesser-akner', 'love on the brain, ali hazelwood', 'heartstopper, alice oseman', 'the last graduate, naomi novik', 'seven days in june, tia williams', 'dessert person, claire saffitz', 'the jane austen society, natalie jenner', 'the last time i lied, riley sager', 'the girl in the tower, katherine arden', 'the hunger, alma katsu', 'manhattan beach, jennifer egan', 'big rock, lauren blakely', ""you can't touch my hair, phoebe robinson"", 'the honest truth, dan gemeinhart', 'frog music, emma donoghue', 'leaders eat last, simon sinek', 'blackbirds, chuck wendig', 'night road, kristin hannah', 'heat rises, richard castle', 'a world without heroes, brandon mull', 'locke & key, vol. 4, joe hill']"
71,"['voyage of the damned, frances white', 'bad gays, huw lemmey', 'humankind, rutger bregman', 'before the fall, noah hawley', 'three simple rules, nikki sloane', 'the heart of betrayal, mary e. pearson', 'lullabies (volume 2), lang leav']"
72,"['an ember in the ashes, sabaa tahir']"
73,"['the nazi conspiracy, brad meltzer', 'and there was light, jon meacham', 'crying in h mart, michelle zauner', 'shit, actually, lindy west', 'the fates divide, veronica roth', 'the pigeon needs a bath!, mo willems', 'adulting, kelly williams brown', 'kiss the dead, laurell k. hamilton', 'extra yarn, mac barnett', 'a dance with dragons, george r.r. martin', 'wildwood, colin meloy']"
74,"['rule of the aurora king, nisha j. tuli', 'the book of cold cases, simone st. james', 'what if? 2, randall munroe', 'arsenic and adobo, mia p. manansala', 'empire of pain, patrick radden keefe', 'the code breaker, walter isaacson', 'a pho love story, loan le', 'dearly, margaret atwood', 'something in the water, catherine steadman', 'a place for us, fatima farheen mirza', 'history is all you left me, adam silvera', 'the nix, nathan hill', 'locke & key, vol. 6, joe hill', 'everything leads to you, nina lacour', 'talulla rising, glen duncan', 'chasing fire, nora roberts']"
