,titles_authors
122,"['a sunny place for shady people, mariana enríquez', 'sociopath, patric gagne', 'grief is for people, sloane crosley', 'to be taught, if fortunate, becky chambers', 'the unmaking of june farrow, adrienne young', 'forget me not, alyson derrick', 'build the life you want, arthur c. brooks', 'primitives, erich krauss', 'once upon a broken heart, stephanie garber', ""don't overthink it, anne bogel"", 'year one, nora roberts', ""killing the ss, bill o'reilly"", 'the leavers, lisa ko', 'feversong, karen marie moning', 'thrawn, timothy zahn', 'hallelujah anyway, anne lamott', 'the wicked + the divine, vol. 5, kieron gillen', 'the hate u give, angie thomas', 'wintersong, s. jae-jones', 'seinfeldia, jennifer keishin armstrong', 'ghosts, raina telgemeier', 'the royal we, heather cocks', 'the nightingale, kristin hannah', ""the emperor's soul, brandon sanderson"", 'bared to you, sylvia day', 'the black count, tom reiss', 'how to tell if your cat is plotting to kill you, matthew inman', 'mister wonderful, daniel clowes', ""smokin' seventeen, janet evanovich""]"
123,"['king of scars, leigh bardugo']"
124,"['disappearing earth, julia phillips', 'book love, debbie tung', 'the book of accidents, chuck wendig', 'sleeping beauties, stephen king', 'furthermore, tahereh mafi', 'the ice twins, s.k. tremayne', 'the perfume collector, kathleen tessaro', 'the homemade pantry, alana chernila']"
125,"['unravel me, tahereh mafi']"
126,"['long island, colm tóibín', 'the love of my afterlife, kirsty greenwood', 'an academy for liars, alexis henderson', 'practice makes perfect, sarah adams', 'black af history, michael harriot', 'leviathan falls, james s.a. corey', 'hero, samantha young', 'the hollow boy, jonathan stroud', 'a rising thunder, david weber', 'the iron knight, julie kagawa', 'passion, lauren kate']"
127,"['things we hide from the light, lucy score', ""the witch doesn't burn in this one, amanda lovelace"", 'the lost city of the monkey god, douglas preston', 'nemesis games, james s.a. corey', ""killing reagan, bill o'reilly"", 'red, michael hall', 'the weight of blood, laura mchugh', 'not that kind of girl, lena dunham', 'sex criminals, vol. 1, matt fraction', 'red rising, pierce brown', 'the impossible knife of memory, laurie halse anderson', 'a constellation of vital phenomena, anthony marra', 'w is for wasted, sue grafton', 'the passage of power, robert a. caro', 'steve jobs, walter isaacson']"
128,"['a promise of peridot, kate golden', 'fire exit, morgan talty', 'an unfinished love story, doris kearns goodwin', 'olive, again, elizabeth strout', 'the city in the middle of the night, charlie jane anders', 'parkland, dave cullen', 'inheritance, dani shapiro', 'permanent record, edward snowden', 'the brothers hawthorne, jennifer lynn barnes', ""this time it's real, ann liang"", 'thicker than water, kerry washington', 'pathogenesis, jonathan kennedy', 'what my bones know, stephanie foo', 'funny farm, laurie zaleski', 'it happened one summer, tessa bailey', ""the ones we're meant to find, joan he"", 'peace talks, jim butcher', 'trust, pete buttigieg', 'race to the sun, rebecca roanhorse', 'all your perfects, colleen hoover', 'rebound, kwame alexander', 'devil in spring, lisa kleypas', 'soonish, kelly weinersmith', 'smitten kitchen every day, deb perelman', 'there are more beautiful things than beyoncé, morgan parker', 'we were the lucky ones, georgia hunter', 'the dorito effect, mark schatzker', 'waking up, sam harris', 'me before you, jojo moyes', 'criminal, karin slaughter', ""caleb's crossing, geraldine brooks"", 'when she woke, hillary jordan']"
129,"['the long mars, terry pratchett']"
130,"['the elite, kiera cass']"
131,"['nexus, yuval noah harari', 'the very secret society of irregular witches, sangu mandanna', 'girl at war, sara nović']"
132,"['real americans, rachel khong', 'the boyfriend, freida mcfadden', 'one in a millennial, kate kennedy', 'the right move, liz tomforde', 'you made a fool of death with your beauty, akwaeke emezi', 'foul lady fortune, chloe gong', 'warlight, michael ondaatje', 'the passion of cleopatra, anne rice', 'all systems red, martha wells', 'all the ugly and wonderful things, bryn greenwood', 'the boston girl, anita diamant', 'hunted, kevin hearne', ""the madman's daughter, megan shepherd"", 'wild cards, simone elkeles', 'the fault in our stars, john green']"
133,"['someone who will love you in all your damaged glory, raphael bob-waksberg', 'the widows of malabar hill, sujata massey', 'the identicals, elin hilderbrand', 'crenshaw, katherine applegate', 'police, jo nesbø', 'the autobiography of mrs. tom thumb, melanie benjamin', 'bloodlines, richelle mead']"
134,"['the night fire, michael connelly', 'the island of sea women, lisa see', 'this tender land, william kent krueger', 'internment, samira ahmed', 'bloodwitch, susan dennard', 'the echo of old books, barbara davis', 'powerless, elsie silver', 'assistant to the villain, hannah nicole maehrer', 'tress of the emerald sea, brandon sanderson', 'black sheep, rachel harrison', 'monstrilio, gerardo sámano córdova', 'the violin conspiracy, brendan slocumb', 'the stardust thief, chelsea abdullah', 'terms and conditions, lauren asher', 'the daughter of doctor moreau, silvia moreno-garcia', 'the kaiju preservation society, john scalzi', ""gwendy's final task, stephen king"", 'bomb shelter, mary laura philpott', 'only a monster, vanessa len', 'once there were wolves, charlotte mcconaghy', 'the sentence, louise erdrich', 'the final revival of opal & nev, dawnie walton', 'the book of magic, alice hoffman', 'the love hypothesis, ali hazelwood', ""all's well, mona awad"", 'a carnival of snackery, david sedaris', 'the anthropocene reviewed, john green', 'the disordered cosmos, chanda prescod-weinstein', 'bag man, rachel maddow', 'the girl from the sea, molly knox ostertag', 'the end of everything, katie mack', 'dancing at the pity party, tyler feder', 'how much of these hills is gold, c pam zhang', 'sex, not love, vi keeland', 'the merry spinster, daniel m. lavery', 'there there, tommy orange', 'skyward, brandon sanderson', 'final girls, riley sager', 'american kingpin, nick bilton', 'american fire, monica hesse', 'irresistible, adam alter', 'la belle sauvage, philip pullman', 'the last days of night, graham moore', 'the rainbow comes and goes, anderson cooper', 'the girl from everywhere, heidi heilig', 'a thousand boy kisses, tillie cole', 'p.s. i like you, kasie west', 'symptoms of being human, jeff garvin', 'gemina, amie kaufman', 'the midnight star, marie lu', 'the stranger, harlan coben', ""at the water's edge, sara gruen"", 'deep, kylie scott', 'follow you home, mark edwards', 'chasing the scream, johann hari', 'in real life, joey graceffa', 'future crimes, marc goodman', 'carry on, rainbow rowell', 'transcendence, shay savage', 'the first fifteen lives of harry august, claire north', 'the girl with all the gifts, m.r. carey', 'love life, rob lowe', 'plenty more, yotam ottolenghi', 'the truth about alice, jennifer mathieu', 'the good girl, mary kubica', 'the kiss of deception, mary e. pearson', 'the silver star, jeannette walls', 'calculated in death, j.d. robb', 'necessary lies, diane chamberlain', 'extinction machine, jonathan maberry', 'fairyland, alysia abbott', 'tequila mockingbird, tim federle', 'the royal ranger, john flanagan', 'gone girl, gillian flynn', 'red, white, and blood, christopher farnsworth', 'behind the beautiful forevers, katherine boo', 'onyx, jennifer l. armentrout', 'wonder, r.j. palacio', 'the extraordinary education of nicholas benedict, trenton lee stewart', 'the council of mirrors, michael buckley', 'sing you home, jodi picoult', 'the dovekeepers, alice hoffman', 'lionheart, sharon kay penman', 'dreams of a dark warrior, kresley cole', 'mastiff, tamora pierce', 'vampire academy, leigh dragoon']"
135,"['the honey witch, sydney j. shields', ""it's not you, ramani durvasula"", ""don't let the forest in, c.g. drews"", 'framed, john grisham', 'life of the party, olivia gatwood', 'being henry, henry winkler', 'our missing hearts, celeste ng', 'hidden pictures, jason rekulak', 'the ex talk, rachel lynn solomon', 'the last watch, j.s. dewes', 'any way the wind blows, rainbow rowell', 'bridge of souls, victoria schwab', 'when no one is watching, alyssa cole', 'the ministry of utmost happiness, arundhati roy', 'from here to eternity, caitlin doughty', 'underground airlines, ben h. winters', 'obsession in death, j.d. robb', 'marrow, tarryn fisher', 'smoke gets in your eyes, caitlin doughty', 'carry on, warrior, glennon doyle', 'my story, elizabeth smart', 'the last guardian, eoin colfer']"
136,[]
137,"['the sun trail, erin hunter']"
138,"['the love elixir of augusta stern, lynda cohen loigman', 'nothing like the movies, lynn painter', 'run away, harlan coben', 'the giver of stars, jojo moyes', 'the witches are coming, lindy west', 'it was an ugly couch anyway, elizabeth passarella', 'the personal librarian, marie benedict', 'the jasmine throne, tasha suri', 'bring me back, b.a. paris', 'the duchess deal, tessa dare', 'whiplash, joichi ito', 'the someday birds, sally j. pla', ""everybody's fool, richard russo"", 'too like the lightning, ada palmer', 'based on a true story, norm macdonald', 'the air he breathes, brittainy c. cherry', 'in the middle of somewhere, roan parrish', 'the last ever after, soman chainani', 'creativity, inc., ed catmull', 'no matter the wreckage, sarah kay', 'the infernal devices, cassandra clare', 'the golem and the jinni, helene wecker', 'why nations fail, daron acemoğlu', 'river marked, patricia briggs', 'is everyone hanging out without me?, mindy kaling', 'the eighty-dollar champion, elizabeth letts']"
139,"['revenge of the tipping point, malcolm gladwell', 'a fortune for your disaster, hanif abdurraqib', 'river sing me home, eleanor shearer', 'in memoriam, alice winn', 'they called us exceptional, prachi gupta', 'the overnight guest, heather gudenkauf', 'as good as dead, holly jackson', 'the book of koli, m.r. carey', 'wicked and the wallflower, sarah maclean', 'nature poem, tommy pico', 'lust & wonder, augusten burroughs', 'patient h.m., luke dittrich', 'seveneves, neal stephenson', 'one plus one, jojo moyes', 'horrorstör, grady hendrix', 'yes please, amy poehler', 'liar, temptress, soldier, spy, karen abbott', 'sweet addiction, j. daniels', 'flat-out celeste, jessica park', 'absolutely almost, lisa graff', 'blackmoore, julianne donaldson', 'the healing, jonathan odell', 'wool omnibus, hugh howey', 'dead reckoning, charlaine harris', 'grave dance, kalayna price', 'aftermath, ann aguirre']"
140,"['sky full of elephants, cebo campbell', 'electric idol, katee robert', 'summer sons, lee mandelo', 'obsidio, amie kaufman', 'black hammer, vol. 1, jeff lemire', 'the nature of the beast, louise penny', 'salt, nayyirah waheed', 'america again, stephen colbert']"
141,"['home is where the bodies are, jeneva rose', 'the field guide to dumb birds of north america, matt kracht', 'silver in the bone, alexandra bracken', 'river sing me home, eleanor shearer', 'messy roots, laura gao', 'of women and salt, gabriela garcia', 'alone, megan e. freeman', ""a rogue of one's own, evie dunmore"", 'the lincoln conspiracy, brad meltzer', 'then she was gone, lisa jewell', 'algorithms of oppression, safiya umoja noble', 'dread nation, justina ireland', 'the day you begin, jacqueline woodson', 'the women in the castle, jessica shattuck', 'love real food, kathryne taylor', 'quests for glory, soman chainani', 'because of miss bridgerton, julia quinn', 'the bookseller, cynthia swanson', 'the secret wisdom of the earth, christopher scotton', 'colorless tsukuru tazaki and his years of pilgrimage, haruki murakami', 'the third plate, dan barber', 'white hot kiss, jennifer l. armentrout', 'insurgent, veronica roth', 'the fifth witness, michael connelly', 'across the universe, beth revis']"
142,"['shelterwood, lisa wingate', 'the testaments, margaret atwood', 'all about me! my remarkable life in show business, mel brooks', 'i am pilgrim, terry hayes', 'the silent wife, a.s.a. harrison']"
143,"['house of bone and rain, gabino iglesias', 'this cursed house, del sandeen', 'the elements of marie curie, dava sobel', 'opposite of always, justin a. reynolds', 'nona the ninth, tamsyn muir', 'she gets the girl, rachael lippincott', 'malice, heather walter', 'ace of spades, faridah àbíké-íyímídé', 'pestilence, laura thalassa', 'how not to get shot, d.l. hughley', 'the prince and the dressmaker, jen wang', 'the future, neil hilborn', ""we don't eat our classmates, ryan t. higgins"", 'mississippi blood, greg iles', 'by your side, kasie west', 'a court of wings and ruin, sarah j. maas', 'the fireman, joe hill', ""you'll grow out of it, jessi klein"", 'behind closed doors, b.a. paris', 'the taming of the queen, philippa gregory', 'the argonauts, maggie nelson', 'mr. mercedes, stephen king', 'hollow world, michael j. sullivan', 'reconstructing amelia, kimberly mccreight', 'great north road, peter f. hamilton', 'real, katy evans', 'yes, chef, marcus samuelsson']"
144,"['we solve murders, richard osman', 'the other valley, scott alexander howard', 'we solve murders, richard osman', 'a day of fallen night, samantha shannon', 'victory city, salman rushdie', 'venco, cherie dimaline', 'children of memory, adrian tchaikovsky', 'it starts with us, colleen hoover', 'the song of the cell, siddhartha mukherjee', ""you'll never believe what happened to lacey, amber ruffin"", 'the girl who smiled beads, clemantine wamariya', 'emergency contact, mary h.k. choi', ""the heart's invisible furies, john boyne"", 'the butterfly garden, dot hutchison', 'grit, angela duckworth', 'nagasaki, susan southard', 'the long way home, louise penny', 'how google works, eric schmidt', ""the baker's daughter, sarah mccoy"", ""gabriel's rapture, sylvain reynard"", 'pushing the limits, katie mcgarry', 'the affair, lee child', 'beautiful disaster, jamie mcguire']"
145,"['nice try, josh gondelman', 'shouting at the rain, lynda mullaly hunt', 'the heaven & earth grocery store, james mcbride', 'check & mate, ali hazelwood', 'banyan moon, thao thai', 'the violence, delilah s. dawson', 'chatter, ethan kross', 'play dead, angela marsons', 'dirty pretty things, michael faudet', 'saint anything, sarah dessen', 'end of days, susan ee', ""fury's kiss, karen chance""]"
146,"['we hunt the flame, hafsah faizal', 'diary of an awesome friendly kid, jeff kinney', 'the house of eve, sadeqa johnson', 'adelaide, genevieve wheeler', 'winter counts, david heska wanbli weiden', 'the tower of nero, rick riordan', 'the fault in our stars, john green', 'the invention of wings, sue monk kidd', 'the night strangers, chris bohjalian']"
147,"['a discovery of witches, deborah harkness']"
148,"['storm cursed, patricia briggs', 'all boys aren’t blue, george m. johnson', 'dark money, jane mayer']"
149,"['not in love, ali hazelwood', 'all we were promised, ashton lattimore', 'the lost tomb, douglas preston', 'deaf republic, ilya kaminsky', 'the water dancer, ta-nehisi coates', 'never ever getting back together, sophie gonzales', 'shark heart, emily habeck', 'hands down, mariana zapata', 'caste, isabel wilkerson', 'leadership, doris kearns goodwin', 'behind her eyes, sarah pinborough', 'braving the wilderness, brené brown', 'talons of power, tui t. sutherland', 'the perfect son, barbara claypole white', 'the kind worth killing, peter swanson', 'him, sarina bowen', 'alice, christina henry', ""heaven's queen, rachel bach"", 'the crossover, kwame alexander', 'guardian, jack campbell', 'surrender your love, j.c. reed', 'siege and storm, leigh bardugo', ""let's pretend this never happened, jenny lawson"", 'i hunt killers, barry lyga', ""the wise man's fear, patrick rothfuss"", 'a discovery of witches, deborah harkness']"
150,"['ask not, maureen callahan']"
151,"['kid gloves, lucy knisley', 'immortality, dana schwartz', 'iron and magic, ilona andrews', 'thunderhead, neal shusterman', 'kings rising, c.s. pacat', 'fangirl, rainbow rowell', 'catching jordan, miranda kenneally']"
152,"['the dragon republic, r.f. kuang', 'the adventure zone vol. 2, clint mcelroy', ""the maid's diary, loreth anne white"", 'lost in time, a.g. riddle', 'time is a mother, ocean vuong', 'daughter of the moon goddess, sue lynn tan', 'golden girl, elin hilderbrand', 'billy summers, stephen king', 'the burning god, r.f. kuang', 'sweet temptation, cora reilly', 'why fish don’t exist, lulu miller', 'my not so perfect life, sophie kinsella', 'borne, jeff vandermeer', 'saga, volume 6, brian k. vaughan', 'the liar, nora roberts', 'the end of all things, john scalzi', ""gabriel's redemption, sylvain reynard"", 'the pioneer woman cooks, ree drummond', 'alien vs. predator, michael robbins', 'what the night knows, dean koontz', 'why we get fat, gary taubes', 'the name of the star, maureen johnson']"
153,"['here one moment, liane moriarty']"
154,"['the cinnamon bun book store, laurie gilmore', ""madame fourcade's secret war, lynne olson"", 'never enough, judith grisel', 'burn the place, iliana regan', ""the world's worst assistant, sona movsesian"", 'uncultured, daniella mestyanek young', 'prisoners of the castle, ben macintyre', 'fan fiction, brent spiner', 'this is my america, kim johnson', 'the tattooist of auschwitz, heather morris', 'everybody lies, seth stephens-davidowitz', 'the leavers, lisa ko', 'the universe of us (volume 4), lang leav', 'kitchens of the great midwest, j. ryan stradal', 'the quartet, joseph j. ellis', 'neil patrick harris, neil patrick harris', 'rusty nailed, alice clayton', ""julia's house for lost creatures, ben hatke"", 'quest, aaron becker', 'march, john lewis', 'fyre, angie sage', 'a monster calls, patrick ness']"
155,"[""axiom's end, lindsay ellis""]"
156,"['maybe this time, cara bastone', 'family meal, bryan washington', 'fairy tale, stephen king', 'see you yesterday, rachel lynn solomon', ""the girls i've been, tess sharpe"", 'the future of humanity, michio kaku', 'to the bright edge of the world, eowyn ivey', 'raw, belle aurora', 'the iron trial, holly black', 'bully, penelope douglas', 'this book is full of spiders, david wong', 'reason to breathe, rebecca donovan', ""gabriel's inferno, sylvain reynard""]"
157,[]
158,"['the line, j.d. horn']"
159,"['red, white & royal blue, casey mcquiston', 'gideon the ninth, tamsyn muir', 'four hundred souls, ibram x. kendi', 'the henna artist, alka joshi', 'elevation, stephen king', ""the king's blood, daniel abraham""]"
160,"['the wedding people, alison espach', 'this summer will be different, carley fortune', 'a fate inked in blood, danielle l. jensen', 'knife, salman rushdie', 'the bookshop, evan friss', 'a little hatred, joe abercrombie', ""stay sexy & don't get murdered, karen kilgariff"", ""the lady from the black lagoon, mallory o'meara"", 'the anarchy, william dalrymple', 'invisible women, caroline criado pérez', 'hang the moon, jeannette walls', 'happiness falls, angie kim', 'a soul of ash and blood, jennifer l. armentrout', 'a court this cruel & lovely, stacia stark', 'my darling girl, jennifer mcmahon', 'tomorrow, and tomorrow, and tomorrow, gabrielle zevin', 'nightcrawling, leila mottley', 'crumbs, danie stirling', 'wake, rebecca hall', 'in a holidaze, christina lauren', 'the relentless moon, mary robinette kowal', 'make russia great again, christopher buckley', 'one to watch, kate stayman-london', 'magic triumphs, ilona andrews', 'the library book, susan orlean', 'hey, kiddo, jarrett j. krosoczka', 'the flame, leonard cohen', 'save the date, morgan matson', 'come sundown, nora roberts', 'white tears, hari kunzru', 'commonwealth, ann patchett', 'redemption road, john hart', 'morning star, pierce brown', 'shrill, lindy west', 'cravings, chrissy teigen', 'a torch against the night, sabaa tahir', 'go set a watchman, harper lee', ""so you've been publicly shamed, jon ronson"", 'sunstone, vol. 1, stjepan šejić', 'rat queens, vol. 2, kurtis j. wiebe', 'the goblin emperor, katherine addison', 'bird box, josh malerman', 'six years, harlan coben', 'lover at last, j.r. ward', 'beneath this man, jodi ellen malpas', 'hawkeye, volume 1, matt fraction', 'fortunately, the milk, neil gaiman', '14, peter clines', 'the power of habit, charles duhigg', 'the story of beautiful girl, rachel simon', 'claire dewitt and the city of the dead, sara gran', ""anya's ghost, vera brosgol""]"
161,"['brazen and the beast, sarah maclean']"
162,"['under the surface, diana urban', 'becoming free indeed, jinger duggar vuolo', 'i must betray you, ruta sepetys', 'crystal storm, morgan rhodes', 'the residence, kate andersen brower', 'pale demon, kim harrison']"
163,"['the creeping shadow, jonathan stroud']"
164,"['the reckless oath we made, bryn greenwood', 'the best thing, mariana zapata', 'get out of your head, jennie allen', 'dead famous, greg jenner', ""the polygamist's daughter, anna lebaron"", 'the unexpected everything, morgan matson', 'gathering prey, john sandford', 'the sword of summer, rick riordan', 'timeless, gail carriger']"
165,"['the wreckage of my presence, casey wilson']"
166,"['dirt, bill buford', 'the queen of nothing, holly black', 'a song of wraiths and ruin, roseanne a. brown', 'sky in the deep, adrienne young', 'a god in the shed, j.-f. dubeau']"
167,"['the water knife, paolo bacigalupi']"
168,[]
169,"['a fever in the heartland, timothy egan', 'i contain multitudes, ed yong', 'wool omnibus, hugh howey']"
170,"['when women were dragons, kelly barnhill']"
171,"['well met, jen deluca', 'how far the light reaches, sabrina imbler', 'thank you for listening, julia whelan', 'rebel of the sands, alwyn hamilton', 'paris, edward rutherfurd', 'the light in the ruins, chris bohjalian', 'tiger, tiger, margaux fragoso']"
172,"['seek you, kristen radtke', 'troubled blood, robert galbraith', 'a deadly education, naomi novik', 'the night masquerade, nnedi okorafor', 'gut, giulia enders']"
173,"['the great divide, cristina henríquez', 'digital minimalism, cal newport', 'wellness, nathan hill', 'go as a river, shelley read', 'our share of night, mariana enríquez', 'a curse for true love, stephanie garber', 'on our best behavior, elise loehnen', 'you could make this place beautiful, maggie smith', 'tell me everything, minka kelly', 'black friend, ziwe', 'the family remains, lisa jewell', 'black cake, charmaine wilkerson', 'the world deserves my children, natasha leggero', 'loveless, alice oseman', 'the weight of blood, tiffany d. jackson', 'the guncle, steven rowley', 'every last secret, a.r. torre', 'act your age, eve brown, talia hibbert', 'a dowry of blood, s.t. gibson', 'think again, adam m. grant', 'beautiful things, hunter biden', 'cheer up, crystal frasier', 'all her little secrets, wanda m. morris', 'concrete rose, angie thomas', 'the two lives of lydia bird, josie silver', 'devolution, max brooks', 'the answer is…, alex trebek', 'i am every good thing, derrick barnes', 'this will only hurt a little, busy philipps', 'the order of time, carlo rovelli', 'truly, devious, maureen johnson', 'love, hate & other filters, samira ahmed', 'a court of frost and starlight, sarah j. maas', 'into the water, paula hawkins', 'eleventh grave in moonlight, darynda jones', 'dusk or dark or dawn or day, seanan mcguire', 'the last mile, david baldacci', 'harry potter and the cursed child, j.k. rowling', 'beautiful burn, jamie mcguire', 'girls & sex, peggy orenstein', 'raymie nightingale, kate dicamillo', ""my grandmother asked me to tell you she's sorry, fredrik backman"", 'beautiful redemption, jamie mcguire', 'on the move, oliver sacks', 'war of the foxes, richard siken', 'the fill-in boyfriend, kasie west', 'the good girl, mary kubica', 'some luck, jane smiley', ""the magician's land, lev grossman"", ""the emperor's blades, brian staveley"", 'the winter people, jennifer mcmahon', 'monster hunter nemesis, larry correia', '10-day green smoothie cleanse, j.j. smith', ""don't look back, jennifer l. armentrout"", 'the girls of atomic city, denise kiernan', 'bad monkey, carl hiaasen', 'a feast of ice and fire, chelsea monroe-cassel', 'chopsticks, jessica anthony', 'on dublin street, samantha young', 'snuff, terry pratchett', 'robopocalypse, daniel h. wilson']"
174,"['sorcery of thorns, margaret rogerson', 'so this is ever after, f.t. lukens', 'deacon king kong, james mcbride', 'uganda be kidding me, chelsea handler', 'the oh she glows cookbook, angela liddon', 'take me on, katie mcgarry']"
175,"['such a fun age, kiley reid']"
176,"['the seventh veil of salome, silvia moreno-garcia', 'aru shah and the song of death, roshani chokshi', 'thistlefoot, gennarose nethercott', 'stellarlune, shannon messenger', 'new from here, kelly yang', 'the bright lands, john fram', 'the queen of the tearling, erika johansen', 'the troop, nick cutter', 'liar & spy, rebecca stead']"
177,"['here one moment, liane moriarty', 'not what she seems, yasmin angoe', 'intermezzo, sally rooney', 'a woman of no importance, sonia purnell', 'queen of air and darkness, cassandra clare', 'what lies in the woods, kate alice marshall', 'the september house, carissa orlando', 'all the living and the dead, hayley campbell', 'lore olympus, rachel smythe', 'squire, nadia shammas', 'not a happy family, shari lapena', 'rule of wolves, leigh bardugo', 'starsight, brandon sanderson', 'royally matched, emma chase', 'artemis, andy weir', ""you don't have to say you love me, sherman alexie"", 'depression & other magic tricks, sabrina benaim', 'stranger than fanfiction, chris colfer', 'five presidents, clint hill', 'first frost, sarah addison allen', 'how music got free, stephen richard witt', 'wild reckless, ginger scott', 'little failure, gary shteyngart', 'the short and tragic life of robert peace, jeff hobbs', 'the skinnytaste cookbook, gina homolka', 'i am malala, malala yousafzai', 'jim henson, brian jay jones', 'my dog, matthew inman', 'fables, vol. 18, bill willingham', 'forgive me, leonard peacock, matthew quick', 'the dog stars, peter heller', 'the sins of the father, jeffrey archer', 'forge of darkness, steven erikson', 'deathless, catherynne m. valente']"
178,[]
179,"['a dark and drowning tide, allison saft', 'defy me, tahereh mafi', 'i see life through rosé-colored glasses, lisa scottoline', 'out of the easy, ruta sepetys']"
180,"['for she is wrath, emily varga', 'what the wind knows, amy harmon', 'gideon the ninth, tamsyn muir', ""the mermaid's voice returns in this one, amanda lovelace"", 'weyward, emilia hart', 'reminders of him, colleen hoover', 'how high we go in the dark, sequoia nagamatsu', 'the hacienda, isabel cañas', 'huda f are you?, huda fahmy', 'the heart principle, helen hoang', 'shine your icy crown, amanda lovelace', 'the paper palace, miranda cowley heller', 'the book of longings, sue monk kidd', 'iron gold, pierce brown', 'space opera, catherynne m. valente', 'unqualified, anna faris', 'holding up the universe, jennifer niven', 'did you ever have a family, bill clegg', 'my kitchen year, ruth reichl', 'broken monsters, lauren beukes', 'a world without princes, soman chainani', 'ever after, kim harrison', 'magic rises, ilona andrews', 'tangled, emma chase', 'fearless, eric blehm', 'darth vader and son, jeffrey brown', 'city of lost souls, cassandra clare', 'bossypants, tina fey', 'unfamiliar fishes, sarah vowell', 'the throne of fire, rick riordan']"
181,"['the only one left, riley sager', 'the four winds, kristin hannah', 'zero fail, carol leonnig', 'the beauty in breaking, michele harper', 'yes no maybe so, becky albertalli', 'the outsider, stephen king', 'my squirrel days, ellie kemper', 'the changeling, victor lavalle', 'cannibalism, bill schutt', 'age of myth, michael j. sullivan', 'all the single ladies, rebecca traister', 'midnight in broad daylight, pamela rotner sakamoto', 'paper girls, volume 1, brian k. vaughan', 'elon musk, ashlee vance', 'everything, everything, nicola yoon', 'wait for you, j. lynn']"
182,"['the empire of gold, s.a. chakraborty', 'united we spy, ally carter', 'the rise of nine, pittacus lore']"
183,"['house of earth and blood, sarah j. maas']"
184,"['the last american vampire, seth grahame-smith']"
185,"['daisy darker, alice feeney', 'trust, hernan diaz', 'the devil takes you home, gabino iglesias', 'the rise and fall of d.o.d.o., neal stephenson']"
186,"['reckless, lauren roberts', 'the priory of the orange tree, samantha shannon', 'the red scrolls of magic, cassandra clare', 'the burning white, brent weeks', 'the secret to superhuman strength, alison bechdel', 'hench, natalie zina walschots', 'grey sister, mark lawrence', 'birthday girl, penelope douglas', 'foe, iain reid', 'check, please! book 1, ngozi ukazu', 'every heart a doorway, seanan mcguire', 'when breath becomes air, paul kalanithi', 'all the rage, courtney summers', 'maddaddam, margaret atwood', 'the miseducation of cameron post, emily m. danforth']"
187,"['listen for the lie, amy tintera', 'when the moon hatched, sarah a. parker', 'somewhere beyond the sea, t.j. klune', ""the manicurist's daughter, susan lieu"", 'girl, woman, other, bernardine evaristo', 'verity, colleen hoover', 'the girl in red, christina henry', 'mooncakes, suzanne walker', 'evvie drake starts over, linda holmes', 'birthday, meredith russo', 'the world we make, n.k. jemisin', ""i'd like to play alone, please, tom segura"", 'saga, volume 10, fiona staples', 'we are the brennans, tracey lange', ""winter's orbit, everina maxwell"", 'shards of earth, adrian tchaikovsky', 'subpar parks, amber share', ""toph beifong's metalbending academy, faith erin hicks"", 'the night watchman, louise erdrich', 'wintersteel, will wight', 'the ghost tree, christina henry', 'stamped, jason reynolds', 'grown, tiffany d. jackson', 'a place for us, fatima farheen mirza', 'a spark of light, jodi picoult', 'the help, kathryn stockett', 'the ocean at the end of the lane, neil gaiman', 'whiskey in a teacup, reese witherspoon', 'skin in the game, nassim nicholas taleb', 'fence, vol. 1, c.s. pacat', 'julián is a mermaid, jessica love', 'plum, hollie mcnish', 'truly madly guilty, liane moriarty', 'the problem with forever, jennifer l. armentrout', 'gumption, nick offerman', 'brain maker, david perlmutter', 'a court of thorns and roses, sarah j. maas', 'prince of fools, mark lawrence', ""the emperor's blades, brian staveley"", 'a grimm warning, chris colfer', 'the hydrogen sonata, iain m. banks', 'the raven boys, maggie stiefvater', 'a red herring without mustard, alan bradley', 'second grave on the left, darynda jones', 'when beauty tamed the beast, eloisa james', 'area 51, annie jacobsen', 'twisted, sara shepard']"
188,"['the phoenix crown, kate quinn', ""don't fear the reaper, stephen graham jones"", 'spice road, maiya ibrahim', 'a court of mist and fury, sarah j. maas', 'the curse of tenth grave, darynda jones', ""the sleepwalker's guide to dancing, mira jacob"", 'fair game, patricia briggs', 'elizabeth the queen, sally bedell smith', 'seed, ania ahlborn']"
189,"['murder road, simone st. james', ""the lady's guide to petticoats and piracy, mackenzi lee"", 'lord of shadows, cassandra clare', ""the aeronaut's windlass, jim butcher"", 'full measures, rebecca yarros', 'five days at memorial, sheri fink', 'bring up the bodies, hilary mantel', ""the shoemaker's wife, adriana trigiani"", 'the night circus, erin morgenstern', 'state of wonder, ann patchett']"
190,"['the rom-commers, katherine center', 'a sorceress comes to call, t. kingfisher', 'the good sister, sally hepworth', ""how y'all doing?, leslie jordan"", 'rat queens, vol. 1, kurtis j. wiebe', 'reckless, s.c. stephens']"
191,"['translation state, ann leckie', 'big friendship, aminatou sow', 'pandemonium, lauren oliver']"
